Name,Team,Level,Age,AB,PA,H,1B,2B,3B,HR,RBI,SB,R,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
"Jhonny Severino","PIT","A",20,423,468,91,54,24,2,11,49,10,44,0.068376068,0.252136752,0.27118644,0.215130023,0.277419354,0.359338061,0.636757415,0.144208038,4.480439632693487,0.268456375,-2.786406274884939,46.75753991065227,-12.895038562438856,0.3039705402107649,77.11460794546981,"sa3018415"
"Braylin Tavera","BAL","A",20,372,443,84,60,14,3,7,44,18,51,0.130925507,0.304740406,0.429629629,0.225806451,0.339366515,0.336021505,0.67538802,0.110215054,6.012475790616986,0.329059829,-1.7465526536107063,54.91130393065605,1.8306484154621074,0.33994567906694717,106.58579274935043,"sa3018416"
"Nelson Rada","LAA","AA,AAA",19,489,589,143,118,19,4,2,39,54,81,0.127334465,0.198641765,0.641025641,0.292433537,0.397923875,0.3599182,0.757842075,0.067484663,6.952228994061055,0.379032258,1.0838203076273203,87.54045898487013,15.477092124718839,0.36652639683555155,121.40435577479225,"sa3018421"
"Randy De Jesus","LAA","A+",20,421,483,78,49,11,0,18,55,3,42,0.101449275,0.339544513,0.298780487,0.185273159,0.280082987,0.339667458,0.619750445,0.154394299,2.103689481101254,0.24691358,-1.0174618382006884,42.25670327759996,-18.703534791695926,0.2887949995588116,75.02668936567903,"sa3018426"
"Michael Arroyo","SEA","A+,AA",20,450,556,118,76,24,1,17,54,12,78,0.124100719,0.187050359,0.663461538,0.262222222,0.401079136,0.433333333,0.834412469,0.171111111,4.486989153330148,0.306060606,-1.1887512570247054,94.88430911682376,25.887650463802892,0.3921043633771457,139.2772352753101,"sa3018429"
"Kenni Gomez","HOU","A+",20,341,365,79,53,18,2,6,48,22,34,0.05479452,0.273972602,0.2,0.231671554,0.273972602,0.348973607,0.622946209,0.117302053,6.339550445851139,0.306722689,0.4507510233670473,35.06549774835491,-7.447374507983689,0.2918699874982729,69.87517072152745,"sa3018430"
"Martin Gonzalez","SEA","CPX",20,179,219,36,23,9,2,2,25,5,25,0.136986301,0.301369863,0.454545454,0.201117318,0.325688073,0.307262569,0.632950642,0.106145251,6.108458693698701,0.295652173,-0.20928303245455027,23.627350955278004,-8.717972607344066,0.3130781329172547,77.63355962752473,"sa3018434"
"Esmith Pineda","CIN","A,A+",20,377,441,96,66,22,1,7,57,3,50,0.088435374,0.215419501,0.410526315,0.254641909,0.337899543,0.374005305,0.711904848,0.119363396,3.319262082897736,0.313380281,-1.824301028624177,57.61529940132643,1.6012771329715336,0.3441057559017721,101.65113404277025,"sa3018435"
"Edwin Sanchez","LAD","DSL",20,137,210,32,16,10,0,6,28,12,33,0.29047619,0.176190476,1.648648648,0.233576642,0.485714285,0.437956204,0.923670489,0.204379562,4.479248766637953,0.268041237,-0.16523758228868246,50.005626596087524,17.37991116153628,0.47362815908023287,153.13667932102905,"sa3018438"
"Modeifi Marte","ARI","A,A+",22,366,406,103,76,23,1,3,49,9,41,0.081280788,0.155172413,0.523809523,0.281420765,0.344827586,0.374316939,0.719144525,0.092896174,4.003482140728092,0.330033003,-1.0747370580211282,52.73439121598945,-0.10388712232365271,0.3424478461712967,100.49331054929175,"sa3018445"
"Kendry Chirinos","TOR","A",20,322,382,82,60,13,3,6,43,0,41,0.128272251,0.253926701,0.505154639,0.254658385,0.358638743,0.369565217,0.72820396,0.114906832,3.2170807988753296,0.339285714,-1.9289707411080599,53.21331013374103,4.522530268952972,0.3552683526136744,109.43461634469622,"sa3018453"
"Ronny Ugarte","COL","DSL",20,206,238,69,46,19,0,4,68,1,36,0.117647058,0.163865546,0.717948717,0.334951456,0.415966386,0.485436893,0.901403279,0.150485437,2.405070451381102,0.393939393,-0.6605281117372215,49.468635803888674,12.492824978063938,0.4381205595495329,135.1499644789636,"sa3018460"
"Aroon Escobar","PHI","A,A+,AA",20,460,538,124,92,13,4,15,62,24,82,0.104089219,0.182156133,0.571428571,0.269565217,0.360594795,0.413043478,0.773638273,0.143478261,6.7767533648022305,0.307042253,0.4434244316071272,80.9851726378603,14.902415358583454,0.3677689804514842,121.05554081166473,"sa3018463"
"Angel Mata","PHI","CPX",20,142,162,29,18,10,0,1,20,0,15,0.092592592,0.203703703,0.454545454,0.204225352,0.291925465,0.295774647,0.587700112,0.091549295,1.55274085875,0.256880733,-0.3070906698703766,15.731730269796136,-5.925731015794989,0.2986458332642265,72.01448037379191,"sa3018464"
"Carlos Sanchez","CIN","A,A+",20,415,492,115,81,20,6,8,62,20,62,0.136178861,0.245934959,0.553719008,0.277108433,0.378600823,0.412048192,0.790649015,0.134939759,6.102313642065352,0.371527777,-4.051678454503417,77.52191708337347,16.474305161347775,0.38069675697220695,125.23167427806855,"sa3018465"
"Ruben Santana","ARI","A,A+",20,380,439,81,54,18,1,8,56,16,46,0.107061503,0.275626423,0.388429752,0.213157894,0.312072892,0.328947368,0.64102026,0.115789474,5.424695991693224,0.287401574,0.6715421052649617,46.9847991782412,-10.88735779941231,0.31426377995917787,81.68407228658988,"sa3018468"
"Dario Laverde","LAA","A,A+",20,373,414,80,61,13,2,4,40,0,39,0.074879227,0.219806763,0.34065934,0.214477211,0.288834951,0.292225201,0.581060152,0.07774799,2.56224965875,0.273381294,-1.0496560875326395,35.886000217706325,-18.88474979826772,0.2884987171703172,65.86340430222472,"sa3018470"
"Kelvin Hidalgo","COL","A",20,449,506,111,81,21,4,5,52,43,65,0.073122529,0.247035573,0.296,0.247216035,0.311244979,0.345211581,0.65645656,0.097995546,7.945192646177556,0.327160493,4.434967841021717,55.98845886491435,-11.282865322602822,0.31872779501968596,85.15053672189609,"sa3018472"
"Capri Ortiz","LAA","A+",20,354,399,81,61,12,3,5,33,27,49,0.080200501,0.203007518,0.395061728,0.228813559,0.304568527,0.322033898,0.626602425,0.093220339,7.3988233058570865,0.282527881,2.0514651630073786,36.96982196288597,-13.388635572619318,0.2952060047300111,79.12495339146007,"sa3018473"
"Yerald Nin","ARI","A",19,394,457,97,81,10,5,1,40,31,53,0.107221006,0.223194748,0.480392156,0.246192893,0.331125827,0.304568527,0.635694354,0.058375634,7.113793205176652,0.323232323,-0.8862946387380362,50.226429488159134,-10.530477930211113,0.3177849941169452,83.87062355679853,"sa3018479"
"Engelth Urena","NYY","A,A+",20,410,490,81,55,17,0,9,46,8,62,0.132653061,0.191836734,0.691489361,0.197560975,0.318367346,0.304878048,0.623245394,0.107317073,3.9998100310924745,0.23076923,-1.480404943227768,52.67104828129004,-8.796687560580267,0.31217392086982726,85.23425762597422,"sa3018484"
"Natanael Yuten","BOS","A",20,330,369,89,60,21,5,3,39,10,42,0.075880758,0.254742547,0.29787234,0.269696969,0.333333333,0.39090909,0.724242423,0.121212121,6.202789418659533,0.361344537,-1.6874564662575722,48.976128974299854,4.762219527106714,0.3520350285015778,105.76260276534474,"sa3018486"
"Yonatan Henriquez","NYM","A,A+",20,377,437,99,69,19,3,8,52,35,61,0.125858123,0.183066361,0.6875,0.262599469,0.353211009,0.392572944,0.745783953,0.129973475,6.862480464298697,0.310580204,1.7794665386900306,62.55138776643941,7.2018081639594715,0.3598846350241145,111.90659806021249,"sa3018487"
"Yordalin Pena","STL","A",20,368,412,84,52,21,5,6,39,20,54,0.084951456,0.262135922,0.324074074,0.228260869,0.298543689,0.361413043,0.659956732,0.133152174,7.5460154800218655,0.301158301,-1.6714363200590014,45.0912661599984,-7.42339694024422,0.31638792070370275,89.01830095779786,"sa3018489"
"Mairoshendrick Martinus","LAD","A,A+",20,370,420,91,66,17,2,6,66,20,55,0.092857142,0.264285714,0.351351351,0.245945945,0.319047619,0.351351351,0.67039897,0.105405406,6.198000381385642,0.326923076,0.08993284869939089,48.40658389960062,-7.0989142265485565,0.3248218378850392,86.17238873615041,"sa3018505"
"Jesus Baez","NYM","A,A+",20,388,442,94,66,14,0,14,57,9,60,0.104072398,0.180995475,0.575,0.242268041,0.325791855,0.386597938,0.712389793,0.144329897,3.8453110813671336,0.268456375,-1.9494643788784742,56.76133439900851,4.544023821377512,0.33907059738538925,112.38309595520518,"sa3018507"
"Jansel Luis","ARI","A+,CPX",20,421,463,131,97,21,8,5,67,24,65,0.058315334,0.159827213,0.364864864,0.311163895,0.347071583,0.434679334,0.781750917,0.123515439,7.726226975037493,0.356940509,0.8402371788397431,64.75124249235567,5.971495989717822,0.3531881162246241,109.72757179028231,"sa3018508"
"Luis Lara","MIL","AA",20,513,612,132,95,32,3,2,40,44,79,0.140522875,0.161764705,0.868686868,0.257309941,0.369281045,0.343079922,0.712360967,0.085769981,6.545916143240821,0.311750599,4.036238214932382,79.4535699612198,12.348175210386291,0.34831394070114186,115.9136051976703,"sa3018514"
"Juan Baez","MIL","A+",20,389,442,78,70,7,1,0,29,6,37,0.104072398,0.108597285,0.958333333,0.200514138,0.287330316,0.223650385,0.510980701,0.023136247,3.7979136490732497,0.226086956,-1.079965197481215,28.046907326574896,-25.065672659878164,0.2591059403451859,51.2764814326907,"sa3018525"
"Ricardo Gonzalez","TBR","A",20,366,431,82,70,10,2,0,40,23,43,0.125290023,0.187935034,0.666666666,0.224043715,0.327868852,0.262295081,0.590163933,0.038251366,5.698443980289057,0.284722222,0.07230611145496368,42.76466503096374,-8.878139770500344,0.30586685816074705,85.86912786989856,"sa3018529"
"Eduardo Guerrero","LAD","A,A+,AA",20,323,405,69,54,8,4,3,46,8,64,0.175308641,0.167901234,1.044117647,0.213622291,0.360696517,0.291021671,0.651718188,0.07739938,6.029977858550014,0.258823529,-2.5502325482666492,50.236245145026416,-2.719658146675854,0.335284275943367,93.28350600012209,"sa3018536"
"Angel Mateo","TBR","A,A+",20,426,480,117,88,21,1,7,75,17,55,0.072916666,0.177083333,0.411764705,0.274647887,0.341666666,0.377934272,0.719600938,0.103286385,4.7985857682802955,0.322580645,-1.2798786796629429,64.03962973224574,6.833550040597262,0.3510428453485171,114.34667935306092,"sa3018540"
"Yeremy Cabrera","TEX","A",19,383,451,98,75,12,3,8,52,43,66,0.115299334,0.190687361,0.604651162,0.255874673,0.364444444,0.365535248,0.729979692,0.109660575,7.680118494398002,0.310344827,5.177506271749735,64.3828880672514,10.343665409570896,0.36585490226745604,120.10991959762107,"sa3018549"
"Aron Estrada","BAL","A+,AA",20,389,443,112,78,16,8,10,53,34,52,0.099322799,0.169300225,0.586666666,0.287917737,0.365688487,0.447300771,0.812989258,0.159383034,7.726831910573284,0.331168831,2.576077189296484,70.06491160668672,18.70828869469703,0.376214278828014,135.4089620129299,"sa3018552"
"Jeral Perez","CHW","A+",20,480,537,117,67,24,4,22,70,10,65,0.081936685,0.208566108,0.392857142,0.24375,0.314711359,0.447916666,0.762628025,0.204166666,5.322920837415176,0.27065527,-1.0134920049458742,76.40726037918785,13.860925032191071,0.35484256491314764,123.7225255159316,"sa3018557"
"Marvin Alcantara","BOS","A+,AA",20,437,488,104,81,19,1,3,47,8,48,0.086065573,0.153688524,0.56,0.23798627,0.303278688,0.306636155,0.609914843,0.068649885,3.7952997589484507,0.275956284,-2.0158538026735187,45.46340684863134,-10.592943613507316,0.2890722421837635,78.61388256326181,"sa3018558"
"Raylin Ramos","BAL","A",20,353,396,91,71,12,4,4,50,15,45,0.075757575,0.252525252,0.3,0.257790368,0.325641025,0.348441926,0.674082951,0.090651558,6.421337308992223,0.348,-1.269209060817957,47.31062283918439,-0.1384507139009399,0.33376963658210557,102.8422336843148,"sa3018561"
"Narciso Polanco","TBR","A",20,435,524,99,73,16,6,4,43,35,84,0.139312977,0.156488549,0.890243902,0.227586206,0.346080305,0.319540229,0.665620534,0.091954023,7.79335542892562,0.267605633,-1.2339369393885136,64.06618583473586,1.2800380018653776,0.33761751777127413,105.11453783875461,"sa3018564"
"Jefferson Rojas","CHC","A+,AA",20,398,471,94,60,19,4,11,59,19,67,0.12314225,0.171974522,0.716049382,0.236180904,0.342553191,0.386934673,0.729487864,0.150753769,7.03280202462435,0.266881028,1.0474864719435573,62.31192643030809,7.523142097734679,0.3482604370472279,113.34775157610743,"sa3018571"
"Josue Briceno","DET","A+,AA",20,364,442,97,55,19,3,20,76,1,60,0.149321266,0.196832579,0.758620689,0.266483516,0.383219954,0.5,0.883219954,0.233516484,3.3250761653099037,0.293893129,-1.6624424504116178,77.62296488886852,25.675266265926545,0.40296291063797557,153.153622388795,"sa3018584"
"Josue De Paula","LAD","A+,AA",20,360,445,90,61,16,1,12,44,32,65,0.184269662,0.204494382,0.901098901,0.25,0.391011235,0.4,0.791011235,0.15,5.6208401157154135,0.302325581,1.2711252877488732,69.9711099920093,16.47258994553675,0.3828358170691501,132.451562791248,"sa3018591"
"Alberto Barriga","ARI","A",20,341,410,68,44,19,1,4,32,16,50,0.129268292,0.287804878,0.449152542,0.199413489,0.325980392,0.296187683,0.622168075,0.096774194,5.845527320315217,0.28959276,0.14810990821570158,44.79611078789931,-9.712274423330017,0.31696708076724817,83.38449242414158,"sa3018595"
"Luis Frias","SFG","DSL",20,160,178,46,35,7,3,1,21,13,28,0.06741573,0.230337078,0.292682926,0.2875,0.337078651,0.3875,0.724578651,0.1,8.761281292602352,0.368852459,0.7395837879739702,24.377047336252033,-3.277130508272352,0.35495247867669955,91.12287886581738,"sa3018608"
"Robert Perez","MIA","DSL",21,128,153,34,16,10,1,7,30,15,32,0.117647058,0.31372549,0.375,0.265625,0.359477124,0.5234375,0.882914624,0.2578125,8.36831535460179,0.35064935,0.08233001409098506,28.13810227982657,4.3679381775106645,0.4100361774170321,118.25863423565181,"sa3018609"
"Juan Matheus","NYY","A,A+",21,444,520,122,85,32,2,3,56,40,61,0.123076923,0.184615384,0.666666666,0.274774774,0.365384615,0.376126126,0.741510741,0.101351352,5.927810278537247,0.337110481,1.121353575028479,74.48051120320568,9.584501594102472,0.3595280510874895,115.34462956009264,"sa3018611"
"Chris Suero","NYM","A+,AA",21,378,475,88,55,16,1,16,68,35,78,0.147368421,0.292631578,0.503597122,0.232804232,0.378947368,0.407407407,0.786354775,0.174603175,6.79835554519159,0.315789473,1.7443517250940204,74.49495685657826,19.551507858544248,0.37463124366752204,140.24141303499394,"sa3018614"
"Ryan Burrowes","CHW","A,A+",20,372,429,95,72,15,2,6,39,47,61,0.09090909,0.256410256,0.354545454,0.255376344,0.341920374,0.354838709,0.696759083,0.099462365,7.764667648649205,0.342307692,5.291278772056103,55.202828552583256,4.23481066153387,0.343352562230979,107.26178637513972,"sa3018619"
"Manuel German","KCR","CPX",20,154,166,38,24,6,3,5,27,1,22,0.042168674,0.289156626,0.145833333,0.246753246,0.295180722,0.422077922,0.717258644,0.175324676,5.6422696697775665,0.323529411,-0.9439591942355037,20.118679763991288,-4.398780105393477,0.3285962235496705,81.58386684093698,"sa3018623"
"Jose Escobar","CHC","A",20,401,461,106,82,19,0,5,46,11,61,0.101952277,0.20824295,0.489583333,0.264339152,0.351409978,0.349127182,0.70053716,0.08478803,3.767444017419182,0.332236842,-3.2819495014846325,60.18549361126458,4.948062025475859,0.34904151532960975,113.07733452148582,"sa3018629"
"Marco Vargas","NYM","A,A+",20,399,463,103,85,12,4,2,47,40,59,0.125269978,0.192224622,0.651685393,0.258145363,0.352051835,0.32330827,0.675360105,0.065162907,7.146683386139239,0.323717948,2.5693822568282485,57.711435229624435,3.1797446022879265,0.3304710371447948,109.16840395677173,"sa3018632"
"Erick Torres","KCR","A+",20,399,446,93,72,17,2,2,35,13,41,0.069506726,0.159192825,0.436619718,0.233082706,0.298405466,0.300751879,0.599157345,0.067669173,4.822812969735043,0.277439024,-2.5333855468779802,39.18761943901754,-14.405617379892103,0.2912800113812666,74.63888079899812,"sa3018641"
"Jose Monserrate","MIA","CPX",20,139,171,31,23,7,1,0,10,22,20,0.16374269,0.239766081,0.682926829,0.223021582,0.362573099,0.287769784,0.650342883,0.064748202,7.6420395508144985,0.313131313,3.468768432736397,22.437707270265776,-0.42294630896930197,0.3431799558171055,100.77748771394602,"sa3018646"
"Jean Carlos Sio","SFG","A,A+",21,438,507,133,100,22,3,8,75,18,90,0.110453648,0.134122287,0.823529411,0.303652968,0.395256916,0.422374429,0.817631345,0.118721461,6.207410669699458,0.344352617,-1.2881166683509946,86.39899603400492,19.816468739249935,0.39380541938566876,128.91243950801203,"sa3018648"
"Cristofer Torin","ARI","A+,AA",20,488,569,142,107,26,3,6,59,16,83,0.121265377,0.142355008,0.851851851,0.290983606,0.383128295,0.393442622,0.776570917,0.102459016,5.192790141473292,0.334975369,-1.190676131285727,84.36776076853869,12.67102197409269,0.36436382800288275,117.15588038235018,"sa3018938"
"Jeffry Rosa","NYM","CPX",20,128,147,23,12,7,0,4,10,0,19,0.06802721,0.292517006,0.232558139,0.1796875,0.278911564,0.328125,0.607036564,0.1484375,3.26143112603431,0.231707317,-0.7265045195817947,14.875112968492255,-4.777027827692285,0.30397578972537503,76.42387727162377,"sa3018941"
"Abrahan Ramirez","MIA","A",20,328,403,78,58,19,1,0,46,14,40,0.168734491,0.213399503,0.790697674,0.237804878,0.372208436,0.301829268,0.674037704,0.06402439,4.6026459492106895,0.318367346,-1.119727329351008,52.52629612914554,1.1587979995392974,0.34359570166364833,103.9039206236171,"sa3018943"
"Samuel Gil","DET","A,A+",20,319,384,75,60,12,2,1,29,12,55,0.153645833,0.135416666,1.134615384,0.235109717,0.364583333,0.294670846,0.659254179,0.059561129,5.903817637071365,0.278195488,-0.11143975798040628,48.28267177278946,-0.502465180206797,0.33781421836465597,100.03950141575876,"sa3018963"
"Alejandro Nunez","HOU","A+",20,360,402,97,68,19,2,8,38,22,44,0.064676616,0.23880597,0.270833333,0.269444444,0.32070707,0.4,0.72070707,0.130555556,5.746177065445775,0.339694656,-0.7399963103234768,52.149146929313666,5.326750636031164,0.3377269316803325,98.79517624106016,"sa3018977"
"Deivis Mosquera","MIA","DSL",20,132,163,33,27,4,1,1,21,9,20,0.128834355,0.233128834,0.552631578,0.25,0.386503067,0.318181818,0.704684885,0.068181818,6.431432583600861,0.340425531,-0.09319659182801843,25.082169166389225,-0.2416004328100702,0.37480985716076715,99.00497271602313,"sa3019216"
"Dervy Ventura","SEA","A",21,366,440,101,76,21,1,3,45,41,67,0.147727272,0.218181818,0.677083333,0.275956284,0.383027522,0.363387978,0.7464155,0.087431694,6.478017982614536,0.361623616,3.3818973768502474,66.57055702938341,8.073753388064125,0.37020423461537844,117.14246504222754,"sa3019218"
"Abdias De La Cruz","ARI","A",20,352,409,76,56,16,2,2,31,12,36,0.112469437,0.256723716,0.438095238,0.21590909,0.312039312,0.289772727,0.601812039,0.073863637,5.459984025074814,0.297188755,0.3111418904736638,40.16457815700723,-14.210859773219102,0.30296452786471395,75.06200092168694,"sa3019401"
"Won-Bin Cho","STL","A,A+",21,329,385,79,57,15,0,7,53,26,49,0.132467532,0.244155844,0.542553191,0.24012158,0.346354166,0.349544072,0.695898238,0.109422492,5.439533712369881,0.31441048,2.1775535084307194,47.58646862227719,1.199172869513434,0.33820587458871987,102.1599021047794,"sa3019526"
"Yasser Mercedes","MIN","A,CPX",20,372,440,74,47,16,0,11,48,36,52,0.129545454,0.247727272,0.522935779,0.198924731,0.309090909,0.330645161,0.63973607,0.13172043,6.025255637748319,0.244186046,4.430363635532558,47.92225680651985,-8.292094400498051,0.31566167351874436,86.68727354325368,"sa3019557"
"Athanael Duarte","LAA","CPX",20,196,231,48,28,14,4,2,25,2,35,0.121212121,0.242424242,0.5,0.244897959,0.352173913,0.387755102,0.739929015,0.142857143,5.831186567449181,0.330935251,-1.8611949952319264,33.346920557779015,-0.7707495014250828,0.35560202546741654,98.5727570307612,"sa3019630"
"Yoffry Solano","MIA","CPX",20,136,159,38,30,4,3,1,13,8,25,0.113207547,0.163522012,0.692307692,0.279411764,0.383647798,0.375,0.758647798,0.095588236,7.941804697150877,0.339449541,0.2067030593752861,25.69602503042894,4.439627842719132,0.38287005746889413,123.51711433621395,"sa3019638"
"Roderick Arias","NYY","A",20,394,465,82,55,19,1,7,53,34,61,0.139784946,0.288172043,0.485074626,0.208121827,0.325431034,0.314720812,0.640151846,0.106598985,6.37308141204313,0.29527559,0.7001529075205326,52.45273289449606,-6.817457255049613,0.3207591545992884,88.16633970824549,"sa3019674"
"William Bergolla","CHW","AA",20,486,551,139,118,19,2,0,36,40,70,0.067150635,0.047186932,1.423076923,0.28600823,0.341509433,0.333333333,0.674842766,0.047325103,6.381880185220336,0.3008658,2.0115024745464325,62.66466007304126,2.247874929725473,0.32577624872045696,104.34524217941785,"sa3019777"
"Curtis Washington Jr.","SEA","A,A+",25,320,364,79,51,21,4,3,31,32,58,0.096153846,0.233516483,0.411764705,0.246875,0.330578512,0.365625,0.696203512,0.11875,8.984139320275103,0.324786324,3.7021072627976537,44.74606464686612,-2.6768180888631044,0.33468767647572456,92.89979082587874,"sa3019803"
"Jacob Berry","MIA","AAA",24,406,469,106,69,28,1,8,54,27,57,0.104477611,0.185501066,0.56321839,0.261083743,0.348290598,0.394088669,0.742379267,0.133004926,5.528777994881688,0.310126582,0.6808305354788899,61.01023785876774,-0.3663452703998282,0.3382618082667316,104.42846815844584,"sa3019825"
"Tucker Flint","LAA","AA,AAA",24,387,453,81,44,18,2,17,66,17,70,0.123620309,0.362030905,0.341463414,0.209302325,0.315555555,0.397932816,0.713488371,0.188630491,7.037428816240491,0.307692307,2.055695213843137,52.005037823135524,-12.365431702320901,0.3230971916516622,76.6187507449426,"sa3019856"
"Kai Murphy","SDP","AA",24,324,379,71,60,9,1,1,21,8,34,0.113456464,0.182058047,0.623188405,0.219135802,0.321899736,0.262345679,0.584245415,0.043209877,3.8605495896933464,0.271317829,-2.3807438919320703,33.79585507363138,-12.25398917645159,0.28917616873114593,82.0122938125563,"sa3019857"
"Braedon Karpathios","SDP","A+,AA",22,446,521,111,71,22,3,15,65,9,63,0.140115163,0.280230326,0.5,0.248878923,0.357005758,0.412556053,0.769561811,0.16367713,4.653667534961795,0.336842105,-2.0225544553250074,75.59342061666796,12.870006381850922,0.36588970530284803,122.93372765831388,"sa3019863"
"Romeo Sanabria","SDP","AA",23,452,499,116,86,18,0,12,56,4,54,0.076152304,0.214428857,0.355140186,0.256637168,0.309236947,0.376106194,0.685343141,0.119469026,2.9416757255518853,0.304985337,-0.7124803578481078,54.20689487396056,-6.423374996201452,0.31417126149842234,98.04187387539595,"sa3019865"
"Ben Gobbel","LAA","A+,AA,AAA",25,452,502,121,74,30,0,17,63,11,64,0.067729083,0.217131474,0.311926605,0.267699115,0.336,0.446902654,0.782902654,0.179203539,4.1913645753677615,0.318042813,-0.17873840546235442,72.862930616911,13.914962163742139,0.36312820148468017,126.26309256847709,"sa3019870"
"Sean McLain","LAD","AA",24,379,439,76,57,12,2,5,37,10,51,0.109339407,0.216400911,0.505263157,0.200527704,0.306636155,0.282321899,0.588958054,0.081794195,5.171155075516626,0.254480286,-1.1639736266806722,38.97734092444776,-14.362716135674733,0.2886823430759683,75.72153441477444,"sa3019890"
"Ambioris Tavarez","ATL","A+,AA",21,384,451,79,65,9,0,5,31,21,44,0.119733924,0.354767184,0.3375,0.205729166,0.31707317,0.268229166,0.585302336,0.0625,4.668088121465049,0.333333333,0.3420629194006324,43.2914371364644,-8.876479571230124,0.2927104980415768,89.59313549266899,"sa3019895"
"E.J. Exposito","ATL","A+,AA",24,348,388,83,56,13,2,12,48,11,43,0.067010309,0.252577319,0.265306122,0.238505747,0.301546391,0.390804597,0.692350988,0.15229885,5.735963681428702,0.290983606,0.2678654072806239,45.64813068530281,2.039599180433351,0.32640896583955314,106.70652077663473,"sa3019900"
"Justin Janas","ATL","A+",24,313,354,79,64,9,3,3,40,10,29,0.062146892,0.169491525,0.366666666,0.252396166,0.327683615,0.329073482,0.656757097,0.076677316,5.3572158065004025,0.299212598,-0.7424161937087774,40.745346917988215,-0.4863154895292154,0.3177999584688305,106.4716458605606,"sa3019903"
"Javi Vaz","KCR","AA",24,387,468,99,79,16,1,3,31,25,70,0.115384615,0.091880341,1.255813953,0.255813953,0.359649122,0.325581395,0.685230517,0.069767442,6.390825667050428,0.278260869,2.428387075662613,57.23959833216247,0.3759384138542141,0.33173696905897376,99.20844342701773,"sa3019906"
"Taylor Young","LAD","AA",26,486,575,113,90,21,0,2,41,44,79,0.139130434,0.158260869,0.879120879,0.232510288,0.347826086,0.288065843,0.635891929,0.055555555,5.814104047375949,0.281012658,3.374139071442187,62.29553353098067,-7.56900589856473,0.3137974980603094,91.82811146813857,"sa3019907"
"Jordan Sprinkle","CHW","A,A+,AA",24,310,386,76,66,8,1,1,26,80,59,0.155440414,0.178756476,0.869565217,0.24516129,0.374670184,0.287096774,0.661766958,0.041935484,7.691312413846585,0.308641975,10.520465428940952,49.13484960378689,3.3711555782107694,0.3417726967454271,105.93253700859415,"sa3019925"
"Logan Wagner","LAD","A+",21,440,533,95,55,23,2,15,76,18,82,0.146341463,0.262664165,0.557142857,0.21590909,0.345215759,0.379545454,0.724761213,0.163636364,6.240612810189672,0.276816608,0.5957109779119492,70.44054251236416,6.393019587523701,0.34966238824332635,111.46531104883002,"sa3019932"
"Collin Price","HOU","AAA",25,392,449,92,53,18,3,18,60,5,53,0.100222717,0.302895322,0.330882352,0.234693877,0.322939866,0.433673469,0.756613335,0.198979592,4.820277405636769,0.305785123,-0.3103662272915244,55.83253738531198,-10.10886201015387,0.33508903783785476,95.0639318401711,"sa3019935"
"Jud Fabian","BAL","A+,AAA",24,361,445,67,39,12,1,15,40,8,59,0.168539325,0.31235955,0.539568345,0.185595567,0.325791855,0.34903047,0.674822325,0.163434903,4.896305356981272,0.246445497,0.1280206823721528,49.287326375669984,-8.746944700651618,0.3154893191152029,88.14526971360712,"sa3019942"
"Adam Retzbach","BAL","AA",24,380,446,84,51,19,1,13,57,3,33,0.10089686,0.316143497,0.319148936,0.221052631,0.323529411,0.378947368,0.702476779,0.157894737,2.7729628304203,0.310043668,-1.0846342165023088,54.80182244648048,3.832510315075603,0.32866724583897655,100.2811904459605,"sa3019946"
"Skyler Messinger","COL","A+",26,415,462,99,67,21,1,10,51,12,40,0.058441558,0.231601731,0.252336448,0.238554216,0.298701298,0.36626506,0.664966358,0.127710844,3.9567950595878703,0.290849673,-1.8836941309273243,46.78326243892323,-11.526530496925004,0.3058818536145346,72.72639905077574,"sa3019963"
"David McCabe","ATL","AA,AAA",25,469,547,129,87,27,1,14,71,3,62,0.129798903,0.221206581,0.586776859,0.275053304,0.367458866,0.426439232,0.793898098,0.151385928,2.8182390112325404,0.338235294,-1.4322544494643807,80.94796676640402,18.59341033254754,0.3720353392286038,132.0221102176631,"sa3019964"
"Bill Knight","SEA","AA",25,498,565,124,100,16,5,3,55,44,74,0.079646017,0.207079646,0.384615384,0.248995983,0.323893805,0.319277108,0.643170913,0.070281125,7.841662796943124,0.313471502,3.1093760868534446,58.07116384265877,-10.578340118546713,0.30665699697173804,96.67889958651438,"sa3019965"
"Spencer Jones","NYY","AA,AAA",24,438,506,120,61,23,1,35,80,29,102,0.114624505,0.35375494,0.324022346,0.273972602,0.361660079,0.570776255,0.932436334,0.296803653,6.844409873482414,0.371179039,1.9373859278857708,93.51637060468545,30.747588406256334,0.40776690039710095,152.6968534571957,"sa3019969"
"Chris Newell","LAD","AA",24,465,549,112,67,23,2,20,80,24,66,0.136612021,0.306010928,0.446428571,0.240860215,0.346083788,0.427956989,0.774040777,0.187096774,5.962943708444048,0.325088339,3.5343299182131886,77.12548581336577,10.42003860150416,0.3550838907924267,118.30545019887333,"sa3019971"
"Clark Elliott","OAK","A+,AA",24,386,483,97,60,20,5,12,53,16,65,0.167701863,0.200828157,0.835051546,0.251295336,0.395445134,0.422279792,0.817724926,0.170984456,6.678397723315186,0.303571428,1.2282604360952973,78.96299240220993,20.50044884760588,0.3869261558619772,130.14509831885132,"sa3019972"
