Name,Team,Level,Age,AB,PA,H,1B,2B,3B,HR,RBI,SB,R,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
"Yulian Barreto","SFG","DSL",17,180,227,58,49,6,2,1,29,9,43,0.158590308,0.145374449,1.09090909,0.322222222,0.449339207,0.394444444,0.843783651,0.072222222,6.582648057784802,0.382550335,-0.7939204131253064,46.8050858628351,11.538241083582095,0.4361714875645574,134.00191768732589,"sa3067124"
"Cristopher Polanco","TOR","DSL",17,164,222,29,21,7,1,0,19,9,34,0.234234234,0.252252252,0.928571428,0.176829268,0.391891891,0.231707317,0.623599208,0.054878049,5.859501176346517,0.268518518,-1.2897669351659715,31.450681548642926,-3.0393604821683855,0.36048910209724494,95.77777261923131,"sa3067125"
"Djean Macares","SFG","DSL",17,154,200,33,26,3,4,0,24,7,31,0.145,0.13,1.115384615,0.214285714,0.353535353,0.285714285,0.639249638,0.071428571,7.59719141264985,0.244444444,-1.0709940395317972,24.953846229902556,-6.11826370776529,0.34066471878928367,81.57352252760113,"sa3067126"
"Jose Pena","BAL","DSL",16,167,206,40,27,11,0,2,23,14,28,0.145631067,0.203883495,0.714285714,0.239520958,0.35609756,0.341317365,0.697414925,0.101796407,5.234649130597821,0.296875,-0.7651257123798132,28.595704528789643,-3.408568707008238,0.3571394245798995,90.84653293995822,"sa3067127"
"Nate George","BAL","A,A+,CPX",19,323,370,109,81,14,9,5,42,50,66,0.102702702,0.167567567,0.612903225,0.3374613,0.412568306,0.482972136,0.895540442,0.145510836,8.328402961791383,0.40466926,-2.210442351177335,71.77050062377663,26.46894227822036,0.4300219372647708,157.63183131126294,"sa3067128"
"Juan Sanchez","TOR","DSL",17,214,253,73,45,16,4,8,40,4,47,0.102766798,0.173913043,0.59090909,0.341121495,0.438735177,0.56542056,1.004155737,0.224299065,6.320260230403722,0.398773006,-1.1997328023426235,61.42547255914897,22.119253487999142,0.47910186848621594,156.33650084245295,"sa3067129"
"Colin Summerhill","LAA","A,A+",23,369,435,80,49,25,0,6,40,3,47,0.128735632,0.24137931,0.533333333,0.216802168,0.323325635,0.333333333,0.656658968,0.116531165,2.693741660069418,0.282442748,-1.392483097501099,49.35176344467288,-7.820214209426575,0.3219770553756256,87.82132075141557,"sa3067171"
"Brendan Tunink","LAD","CPX",19,140,168,42,22,10,5,5,17,9,35,0.160714285,0.303571428,0.529411764,0.3,0.416666666,0.55,0.966666666,0.25,8.293139298118437,0.44047619,0.6115018408745527,36.769951178605055,11.957100226456621,0.442476572734969,151.93470297602698,"sa3067275"
"Liberts Aponte","CIN","DSL",17,154,193,38,22,6,3,7,36,9,34,0.150259067,0.18134715,0.828571428,0.246753246,0.367875647,0.461038961,0.828914608,0.214285715,8.61603294436962,0.262711864,1.574634997639805,33.29893881785983,3.3143527280103515,0.39669229916340326,111.09780707441782,"sa3067288"
"Sir Jamison Jones","WSN","CPX",19,120,153,28,18,6,0,4,25,2,16,0.16993464,0.248366013,0.684210526,0.233333333,0.379084967,0.383333333,0.7624183,0.15,3.289007083762183,0.296296296,-0.009454220533370972,24.712974063982458,4.2587050720352835,0.38275578286912704,120.70250239328624,"sa3067322"
"Yan Cruz","BOS","CPX",18,129,164,20,13,4,1,2,12,11,14,0.207317073,0.481707317,0.430379746,0.155038759,0.335365853,0.248062015,0.583427868,0.093023256,6.579208999766129,0.375,-0.09183670580387115,18.296710527550733,-3.6281268232946036,0.31752209910532325,76.62937344142208,"sa3067328"
"Luke Dickerson","WSN","A,CPX",19,307,359,64,42,14,2,6,41,22,39,0.125348189,0.245125348,0.511363636,0.208469055,0.314763231,0.325732899,0.64049613,0.117263844,6.349744410823471,0.268518518,0.7346190810203552,39.921025371892306,-3.4552207824160126,0.32167452324731766,90.82131626993531,"sa3067329"
"Tytus Cissell","ARI","CPX",19,184,206,37,26,6,2,3,20,9,23,0.082524271,0.368932038,0.22368421,0.201086956,0.281553398,0.304347826,0.585901224,0.10326087,7.841544118068773,0.320754716,1.140427083708346,17.24098566632278,-13.184295858335425,0.2848699532666253,59.726240436365806,"sa3067331"
"Ronny Cruz","CHC","CPX",18,174,189,47,29,10,6,2,21,10,20,0.052910052,0.185185185,0.285714285,0.270114942,0.313829787,0.431034482,0.744864269,0.16091954,7.12792036653759,0.323741007,-1.7618619883432984,25.033131361707795,-2.881325959459199,0.3417172948730753,91.26476422913997,"sa3067336"
"Andy Polanco","SFG","CPX",20,140,163,37,30,5,1,1,16,22,32,0.104294478,0.26380368,0.395348837,0.264285714,0.345679012,0.335714285,0.681393297,0.071428571,8.490443591219456,0.363636363,2.6944537004455924,20.40727941500215,-3.6670938302371074,0.333261376545753,84.65328917815914,"sa3067339"
"Shotaro Morii","OAK","CPX",18,151,188,39,27,8,1,3,27,4,39,0.191489361,0.25,0.765957446,0.258278145,0.39893617,0.38410596,0.78304213,0.125827815,5.627205704159673,0.352941176,-0.947116076014936,31.776530169123284,4.009768389338129,0.3843602890029867,110.24771559998695,"sa3067343"
"Jan Luis Reyes","CHC","CPX",19,151,175,35,26,6,3,0,16,21,20,0.114285714,0.2,0.571428571,0.231788079,0.317919075,0.311258278,0.629177353,0.079470199,9.0154477350548,0.296610169,3.0233789402991533,18.250394263904536,-7.596325477916756,0.30888132621787184,72.18257554202214,"sa3067399"
"Jadyn Fielder","MIL","CPX",20,142,183,38,24,6,5,3,26,8,30,0.163934426,0.224043715,0.731707317,0.267605633,0.426229508,0.443661971,0.869891479,0.176056338,7.308261049280745,0.353535353,-0.6701027750968933,36.36718808170726,9.338904008831284,0.4189932678566604,134.16588176804552,"sa3067400"
"Kenny Fenelon","MIL","DSL",17,170,219,35,23,5,2,5,25,18,26,0.150684931,0.237442922,0.634615384,0.205882352,0.356164383,0.347058823,0.703223206,0.141176471,7.083026507489567,0.25210084,-2.202559639699757,30.976044588650392,-3.047915793095897,0.36022328650026014,88.25366919003137,"sa3067474"
"Cristopher Acosta","MIL","DSL",17,169,218,29,22,3,3,1,17,16,34,0.197247706,0.206422018,0.955555555,0.171597633,0.348623853,0.24260355,0.591227403,0.071005917,8.339292726927768,0.224,-0.39790607430040836,24.74693577449648,-9.121664057561471,0.32746702789710963,70.27213665550464,"sa3067475"
"Brailyn Antunez","MIL","DSL",17,195,241,42,31,10,0,1,25,21,39,0.124481327,0.170124481,0.731707317,0.215384615,0.352697095,0.282051282,0.634748377,0.066666667,6.6002814846434905,0.262820512,0.5775086646899581,30.28896719082639,-7.1529252840633655,0.3417334798955324,83.39247768383969,"sa3067486"
"Dylan Fien","OAK","A,CPX",19,323,371,78,60,13,2,3,42,2,39,0.088948787,0.207547169,0.428571428,0.241486068,0.326145552,0.321981424,0.648126976,0.080495356,3.9799832442466636,0.302419354,-1.1236117398366332,42.03407359302302,-7.79080851196985,0.3210940423680123,80.16046138301441,"sa3067509"
"Ramcell Medina","KCR","DSL",17,146,186,38,25,7,4,2,25,7,32,0.166666666,0.139784946,1.192307692,0.260273972,0.397849462,0.404109589,0.801959051,0.143835617,7.654950773118891,0.295081967,0.04772293008863926,32.76607623185498,3.869013989823884,0.4009483595152159,109.94839891023942,"sa3067543"
"Kennew Blanco","TOR","DSL",19,212,237,58,43,11,1,3,33,2,29,0.071729957,0.11392405,0.629629629,0.273584905,0.341772151,0.37735849,0.719130641,0.103773585,3.463796350495284,0.298913043,-1.5259769805707037,32.66123257043214,-4.15921770570426,0.355962909884372,88.73942825877783,"sa3067640"
"Alexander Alzi","BOS","DSL",18,147,169,36,26,9,0,1,21,0,22,0.082840236,0.331360946,0.25,0.244897959,0.337278106,0.326530612,0.663808718,0.081632653,2.1964285649999997,0.384615384,-0.19258466130122542,21.23255520336918,-5.023377693960148,0.34168193749422154,81.899135916161,"sa3067641"
"Carlos Done","MIL","DSL",18,159,198,40,26,8,1,5,28,17,29,0.131313131,0.196969696,0.666666666,0.251572327,0.378787878,0.408805031,0.787592909,0.157232704,7.107152777537401,0.294117647,0.3839889164082706,33.4343663699323,2.6729775316411306,0.3923839378838587,111.19702243481353,"sa3067642"
"Andreimi Antunez","TBR","DSL",18,176,209,65,48,9,7,1,43,13,38,0.076555023,0.13875598,0.551724137,0.369318181,0.446601941,0.517045454,0.963647395,0.147727273,8.09560654837865,0.429530201,-0.47337673930451274,48.8944171084029,16.42406222354,0.46872798563207235,154.97085244537465,"sa3067643"
"Samuell Sanchez","DET","DSL",19,117,162,36,28,3,1,4,17,9,31,0.203703703,0.277777777,0.733333333,0.307692307,0.496894409,0.452991452,0.949885861,0.145299145,6.518965691765443,0.470588235,-1.2610841132700443,40.377399054745084,15.208990005234128,0.4866733539918935,147.63369073045914,"sa3067644"
"Juan Torres","NYY","DSL",17,153,170,55,40,10,1,4,43,12,32,0.035294117,0.117647058,0.3,0.359477124,0.405882352,0.516339869,0.922222221,0.156862745,6.72277438622694,0.386363636,-2.246964774094522,35.90599902377154,9.494705576753871,0.4420622657327091,130.65089778588697,"sa3067646"
"Santiago Martinez","HOU","DSL",17,122,168,33,29,4,0,0,14,17,26,0.232142857,0.160714285,1.444444444,0.270491803,0.452380952,0.303278688,0.75565964,0.032786885,5.10604643468105,0.336734693,-1.320720586925745,31.794550334368875,5.693977986727886,0.41630484766903375,121.44021095553329,"sa3067651"
"Feliz Genao","ARI","DSL",17,136,172,41,28,11,2,0,15,4,27,0.186046511,0.220930232,0.842105263,0.301470588,0.444444444,0.411764705,0.856209149,0.110294117,6.435752048295351,0.418367346,-0.007260004989802837,35.63246120084191,8.910446654447563,0.4373159496223225,135.1096400576226,"sa3067653"
"Yensi De La Cruz","HOU","DSL",18,186,217,52,34,8,5,5,40,18,37,0.129032258,0.179723502,0.717948717,0.279569892,0.377880184,0.456989247,0.834869431,0.177419355,8.675368023788796,0.328671328,1.6781206130981445,39.152817648248394,5.439578365878781,0.40595243658338276,115.31074875573535,"sa3067655"
"Leonard Rijo","MIL","DSL",17,182,230,39,35,1,3,0,21,21,41,0.152173913,0.152173913,1,0.214285714,0.365217391,0.252747252,0.617964643,0.038461538,8.991745357770254,0.26,2.212559886276722,29.015118328586748,-6.717808099731276,0.34228752151779507,83.69661856808708,"sa3067656"
"Angel Salio","CIN","DSL",17,148,169,49,32,9,7,1,23,14,29,0.112426035,0.100591715,1.117647058,0.331081081,0.402366863,0.506756756,0.909123619,0.175675675,8.79728496172428,0.363636363,2.0378130306489766,34.76385054817107,8.507917650841746,0.43560076429999084,132.4565904506962,"sa3067657"
"Johanse Gomez","BAL","DSL",17,131,176,18,9,7,2,0,18,4,14,0.210227272,0.295454545,0.711538461,0.13740458,0.342857142,0.221374045,0.564231187,0.083969465,5.554244530516452,0.222222222,-1.0686113308183849,19.282668343707236,-8.06078840144047,0.3228249314853123,71.51209894204622,"sa3067659"
"Edgar Walker","PIT","DSL",17,146,171,44,33,8,2,1,34,15,27,0.116959064,0.187134502,0.625,0.301369863,0.388235294,0.404109589,0.792344883,0.102739726,7.752504438593867,0.373913043,0.008574186358600855,29.495451802291843,2.9287978055858357,0.3966391156701481,112.70255373283182,"sa3067660"
"Yassel Garcia","ATL","DSL",17,124,166,25,17,6,2,0,16,9,25,0.228915662,0.180722891,1.266666666,0.201612903,0.403614457,0.282258064,0.685872521,0.080645161,6.771641032876314,0.265957446,-2.3142403471283615,26.32479287662937,0.5349416283650554,0.38032855542309313,107.12033311626729,"sa3067661"
"Anderson Araujo","PHI","DSL",17,159,183,46,25,11,3,7,29,11,35,0.103825136,0.202185792,0.513513513,0.289308176,0.37704918,0.528301886,0.905351066,0.23899371,8.330977925921,0.336206896,-0.7586454576812685,35.957236306005306,7.526255713039228,0.424790783897861,136.31915063990846,"sa3067663"
"Elias Marrero","PHI","DSL",17,137,160,24,22,2,0,0,6,2,15,0.1125,0.34375,0.327272727,0.175182481,0.29375,0.189781021,0.483531021,0.01459854,3.4619311812657596,0.292682926,-0.33760172920301557,10.846344013286252,-14.011343936848025,0.27382736578583716,53.44785428118346,"sa3067666"
"Domingo Morla","PHI","DSL",17,163,179,30,17,9,0,4,29,2,22,0.07821229,0.312849162,0.25,0.184049079,0.245810055,0.312883435,0.55869349,0.128834356,4.143262545959237,0.247619047,-0.2802360854111612,11.967193409791163,-15.84234498442156,0.272731988789649,52.84654760165213,"sa3067667"
"Samuel Salcedo","PHI","DSL",17,129,155,18,14,3,0,1,14,3,15,0.122580645,0.180645161,0.678571428,0.139534883,0.267973856,0.186046511,0.454020367,0.046511628,3.745707027256322,0.168316831,-1.2112456900067627,8.125765870569023,-15.955119331123559,0.2557667115934534,42.35496614610814,"sa3067669"
"Elian Adames","PHI","DSL",17,170,188,45,35,7,3,0,22,7,20,0.074468085,0.276595744,0.269230769,0.264705882,0.324468085,0.34117647,0.665644555,0.076470588,6.694895067254521,0.375,-1.0218234877102077,22.399759220793324,-6.808024120614453,0.3340705804368283,82.87487120076091,"sa3067670"
"Dayber Cruceta","PHI","DSL",17,134,169,39,31,6,1,1,17,12,25,0.177514792,0.189349112,0.9375,0.291044776,0.437869822,0.373134328,0.81100415,0.082089552,6.10158513455467,0.376237623,-0.6364988284185529,33.21955748652664,6.963624589197311,0.42488204233745147,132.72577989144196,"sa3067671"
"Eduardo Guillen","PHI","DSL",17,139,165,33,19,7,5,2,13,15,17,0.109090909,0.309090909,0.352941176,0.237410071,0.357575757,0.402877697,0.760453454,0.165467626,8.06962730716846,0.360465116,0.6027618120424449,25.971289681531253,0.3367989829552806,0.3789428443619699,111.1509461024602,"sa3067672"
"Elian Pena","NYM","DSL",17,178,223,52,29,13,1,9,33,21,47,0.161434977,0.161434977,1,0.292134831,0.420814479,0.528089887,0.948904366,0.235955056,7.602333751389912,0.318518518,1.700323180295527,49.39307170663798,14.747669126138332,0.4541229144480433,146.2023055480763,"sa3067674"
"Josuar Gonzalez","SFG","DSL",17,191,228,55,36,10,5,4,24,33,52,0.162280701,0.157894736,1.027777777,0.287958115,0.403508771,0.455497382,0.859006153,0.167539267,9.698229217904574,0.337748344,3.534818412270397,44.48093840114688,9.058733072205536,0.423153508912053,128.56180187967155,"sa3067675"
"Kevin Alvarez","HOU","DSL",17,156,192,47,30,12,3,2,33,11,31,0.119791666,0.098958333,1.210526315,0.301282051,0.418848167,0.455128205,0.873976372,0.153846154,7.5312437161536625,0.328467153,-0.8242061934433877,39.15074222616497,9.321516686003843,0.43349739924775366,130.8780539433325,"sa3067677"
"Dorian Soto","BOS","DSL",17,166,186,51,37,10,2,2,18,1,27,0.086021505,0.150537634,0.571428571,0.307228915,0.362162162,0.427710843,0.789873005,0.120481928,4.625801712045264,0.352517985,-2.230018597561866,30.204837980456766,1.3077757384256685,0.38477542335922654,105.62552798938377,"sa3067678"
"Juan Cabada","CHC","DSL",17,136,170,39,26,10,0,3,29,20,22,0.117647058,0.182352941,0.64516129,0.286764705,0.429411764,0.426470588,0.855882352,0.139705883,6.168317567259298,0.352941176,2.094510802999139,34.94057687744905,8.529283430431377,0.4354008225833668,134.18957467044203,"sa3067679"
"Mani Cedeno","NYY","DSL",16,164,213,30,19,5,3,3,19,21,41,0.201877934,0.356807511,0.565789473,0.182926829,0.370892018,0.304878048,0.675770066,0.121951219,9.504271396593584,0.317647058,2.814942603930831,30.63328170202936,-2.4585153815868934,0.3630092891169266,88.48900146360961,"sa3067680"
"Wilfri De La Cruz","BAL","DSL",17,120,170,31,17,11,3,0,18,15,26,0.270588235,0.211764705,1.277777777,0.258333333,0.464705882,0.4,0.864705882,0.141666667,7.400256361349785,0.360465116,-1.1388256051577628,37.01360163526627,10.6023081882486,0.4497047585599563,141.7573330857439,"sa3067682"
"Maykel Coret","TBR","DSL",17,154,188,42,32,7,1,2,21,15,37,0.127659574,0.223404255,0.571428571,0.272727272,0.393617021,0.37012987,0.763746891,0.097402598,7.590910732924149,0.357142857,0.5249084383249283,31.778078696575648,2.5702953551678744,0.392585574312413,114.78206287199939,"sa3067683"
"Yorger Bautista","SEA","DSL",17,193,225,43,25,8,3,7,25,10,38,0.093333333,0.297777777,0.313432835,0.222797927,0.325892857,0.404145077,0.730037934,0.18134715,9.071127750299244,0.3,1.7746350006200373,31.20266588920037,-3.7534577906759563,0.35698038313005653,90.83973065880592,"sa3067684"
"Warel Solano","TBR","DSL",17,182,207,58,43,13,1,1,37,3,29,0.091787439,0.164251207,0.558823529,0.318681318,0.391304347,0.417582417,0.808886764,0.098901099,4.020527115414589,0.382550335,-1.8832866894081235,36.84563624466205,4.686002459175833,0.403102633745774,120.5553976310046,"sa3067685"
"Larry Suero","COL","DSL",17,163,208,34,20,9,1,4,17,9,28,0.134615384,0.23076923,0.583333333,0.208588957,0.368932038,0.349693251,0.718625289,0.141104294,6.323942694725258,0.267857142,-0.6668964875862002,31.746491575066038,-0.568502760108522,0.37332619509650666,95.95257616954324,"sa3067687"
"Breyson Guedez","OAK","DSL",17,192,210,69,50,15,2,2,46,5,38,0.066666666,0.095238095,0.7,0.359375,0.395238095,0.489583333,0.884821428,0.130208333,6.326181638404368,0.385057471,0.1845449060201645,41.38981184343094,8.764096408879702,0.42550246034349715,131.69084296737836,"sa3067688"
"Santiago Leon","MIN","DSL",17,166,215,37,26,8,2,1,24,11,52,0.181395348,0.181395348,1,0.222891566,0.390697674,0.313253012,0.703950686,0.090361446,7.323335271975856,0.28125,-1.9716059849597514,33.535780477195246,0.13326229420230842,0.37727555646452793,99.94653310715358,"sa3067689"
"Deivid Coronil","SDP","DSL",17,140,174,26,23,2,1,0,12,8,23,0.120689655,0.270114942,0.44680851,0.185714285,0.32748538,0.214285714,0.541771094,0.028571429,7.878107689369651,0.276595744,1.3828300866298378,16.591297993136507,-10.44143765263452,0.30615848651406363,55.89944113564158,"sa3067691"
"Haritzon Castillo","MIN","DSL",17,138,167,39,26,8,3,2,31,12,32,0.143712574,0.131736526,1.09090909,0.282608695,0.39520958,0.427536231,0.822745811,0.144927536,8.691430493370202,0.318965517,0.5231936010532081,30.50581148298953,4.560599685036877,0.4085820784825765,117.13223343485443,"sa3067692"
"Jhoan De La Cruz","SDP","DSL",17,139,198,36,27,5,3,1,21,11,37,0.232323232,0.227272727,1.022222222,0.258992805,0.47715736,0.35971223,0.83686959,0.100719425,7.7350166839221774,0.376344086,-0.36114003928378224,43.3526328612156,12.59124402292443,0.4511424206235082,135.48830260353566,"sa3067693"
"Heins Brito","CLE","DSL",17,148,177,31,23,5,1,2,29,9,24,0.129943502,0.192090395,0.676470588,0.209459459,0.31638418,0.297297297,0.613681477,0.087837838,7.030978223373594,0.25,1.0501056537032127,18.5431214592559,-8.955695835580142,0.3171977697119201,66.56423794694328,"sa3067694"
"Raymer Medina","TBR","DSL",17,139,164,27,17,8,2,0,18,6,23,0.140243902,0.274390243,0.511111111,0.194244604,0.31707317,0.280575539,0.597648709,0.086330935,7.819765006685946,0.287234042,0.47469092067331076,17.01432828439373,-8.464801864493905,0.31600424392921167,72.74277808962712,"sa3067696"
"Elorky Rodriguez","TEX","DSL",17,178,226,60,43,10,1,6,48,9,46,0.172566371,0.168141592,1.026315789,0.337078651,0.473451327,0.505617977,0.979069304,0.168539326,5.268676260186529,0.4,-2.994476438499987,55.74079573960106,20.629311510036395,0.4836205900770373,157.63197108102526,"sa3067697"
"Juan Brima","ARI","DSL",17,158,201,42,32,7,1,2,28,13,31,0.174129353,0.223880597,0.777777777,0.265822784,0.39800995,0.360759493,0.758769443,0.094936709,6.334690898512675,0.344827586,-0.45288900937885046,33.70031962823003,2.4728491408738433,0.3909796692838716,109.67336106956171,"sa3067698"
"Hiverson Lopez","CLE","DSL",17,166,197,32,27,3,1,1,19,6,23,0.0964467,0.228426395,0.422222222,0.192771084,0.30964467,0.240963855,0.550608525,0.048192771,6.873524864542598,0.25409836,0.9705374427139759,17.61979275752634,-12.98623553107649,0.29922401330192683,51.69617795231528,"sa3067699"
"Jhomnardo Reyes","MIN","DSL",17,175,207,51,31,10,9,1,33,10,33,0.115942028,0.285024154,0.406779661,0.291428571,0.386473429,0.468571428,0.855044857,0.177142857,7.405146999973445,0.423728813,-2.1183378901332617,38.745518733090265,6.585884947604042,0.41386868354778933,120.03431276354112,"sa3067700"
"Kenly Hunter","STL","DSL",17,140,173,44,35,6,3,0,15,25,41,0.138728323,0.115606936,1.2,0.314285714,0.441860465,0.4,0.841860465,0.085714286,9.87267041501271,0.366666666,3.6190401618368924,35.45186974059447,8.574494644511784,0.434686811164368,131.48999049631865,"sa3067701"
"Alejandro Cruz","CHW","DSL",18,127,164,29,18,7,0,4,15,18,41,0.18902439,0.219512195,0.861111111,0.228346456,0.396341463,0.377952755,0.774294218,0.149606299,6.828112474758437,0.284090909,1.1658839071169496,28.524435316165054,3.045305167277416,0.3983299575927781,108.3940537492604,"sa3067702"
"Teilon Serrano","MIN","DSL",17,155,189,40,26,7,2,5,21,21,47,0.148148148,0.253968253,0.583333333,0.258064516,0.386243386,0.425806451,0.812049837,0.167741935,9.11844149068409,0.339805825,1.1921840202994645,33.694991391909646,4.331847500813526,0.4034335796164457,114.30596743827326,"sa3067703"
"Romeli Espinosa","PHI","DSL",17,149,168,42,29,6,5,2,12,12,28,0.059523809,0.202380952,0.294117647,0.281879194,0.363095238,0.429530201,0.792625439,0.147651007,8.862155298632393,0.3539823,-0.00953083485364914,27.99457148299648,1.8939991353554866,0.3897727316334134,113.45254052860616,"sa3067704"
"Harold Rivas","BOS","DSL",17,159,196,41,29,6,4,2,20,18,41,0.178571428,0.178571428,1,0.257861635,0.392857142,0.383647798,0.77650494,0.125786163,8.631285541530033,0.31707317,-1.0920377620495856,33.63322221466938,3.1825544757548916,0.3955951999036633,112.59162867457357,"sa3067705"
"David Ortiz Jr.","TEX","DSL",17,113,155,14,9,5,0,0,7,0,19,0.251612903,0.296774193,0.847826086,0.123893805,0.361290322,0.168141592,0.529431914,0.044247787,1.7584231775,0.208955223,-0.20897484524175525,17.27566042867193,-6.805224773020651,0.3250480794137524,70.89044365913708,"sa3067707"
"Juan Alva","MIA","DSL",19,161,201,52,38,12,1,1,41,19,32,0.134328358,0.149253731,0.9,0.322981366,0.437810945,0.428571428,0.866382373,0.105590062,6.929975311395349,0.380597014,1.2921280823647976,40.97413801733175,9.746667529975559,0.4334285639638278,127.5441640390707,"sa3067708"
"Franklin Primera","BOS","DSL",18,135,172,45,34,10,0,1,27,2,33,0.145348837,0.087209302,1.666666666,0.333333333,0.465116279,0.429629629,0.894745908,0.096296296,4.5001555987868205,0.363636363,0.11726933298632503,38.6083108962896,11.886296349895257,0.45761064491992776,145.5381445561915,"sa3067709"
"Antoni Urena","LAD","DSL",18,135,169,32,26,4,1,1,20,8,27,0.165680473,0.112426035,1.47368421,0.237037037,0.369047619,0.303703703,0.672751322,0.066666666,6.610274379755076,0.262711864,0.2641131170094013,23.36203194053698,-2.893900956792352,0.3564623374314535,81.88609760341846,"sa3067711"
"Hendry Arvelo","LAD","DSL",18,127,160,34,30,3,1,0,11,12,35,0.18125,0.15,1.208333333,0.267716535,0.4125,0.307086614,0.719586614,0.039370079,7.345250274887423,0.326923076,0.486315687187016,26.51858190191134,1.660893951777061,0.3887249831110239,106.52912137397634,"sa3067712"
"Stiven Marinez","NYY","DSL",17,160,205,44,33,7,3,1,17,22,37,0.2,0.224390243,0.891304347,0.275,0.424390243,0.375,0.799390243,0.1,8.53849026844015,0.373913043,0.7693135756999254,38.497645440221845,6.648732754112298,0.41459239663147346,115.57132624667733,"sa3067713"
"Marconi German","WSN","DSL",17,152,213,43,25,9,1,8,30,33,37,0.201877934,0.197183098,1.023809523,0.282894736,0.478873239,0.513157894,0.992031133,0.230263158,7.554418799480987,0.336538461,2.940630786586553,53.105315036985786,20.013517953369536,0.4867642898604555,158.72880758008324,"sa3067715"
"Emmanuel Cedeno","TBR","DSL",17,158,212,48,42,4,1,1,23,14,35,0.226415094,0.056603773,4,0.303797468,0.466346153,0.360759493,0.827105646,0.056962025,5.759475230158056,0.321917808,-0.3389374720863998,44.39450159741922,11.458065063491306,0.4399464778029002,140.78080825059604,"sa3067717"
"Fredderick Ovalle","PIT","DSL",18,151,188,43,27,14,1,1,22,27,33,0.186170212,0.132978723,1.4,0.284768211,0.422459893,0.410596026,0.833055919,0.125827815,7.807994327163913,0.336,2.375793854240328,36.85871272735634,7.650929385948562,0.4242590930372636,134.36215193861344,"sa3067718"
"Sandy Presbot","MIA","DSL",17,179,222,49,36,6,5,2,32,28,43,0.144144144,0.216216216,0.666666666,0.273743016,0.396396396,0.396648044,0.79304444,0.122905028,8.91746888941066,0.353383458,-1.3458618554286659,38.98758686925551,4.497544838444198,0.400312661587655,109.36520522690375,"sa3067721"
"Johan Machado","MIA","DSL",17,194,237,53,39,10,4,0,19,25,48,0.151898734,0.151898734,1,0.273195876,0.396624472,0.365979381,0.762603853,0.092783505,8.965775543007204,0.33125,-0.3067130967974663,40.17173774584386,3.351287469707463,0.393135326321115,105.42521045613091,"sa3067724"
"Giomar Ubiera","NYM","DSL",17,113,159,24,15,7,0,2,15,14,23,0.23899371,0.23899371,1,0.21238938,0.433962264,0.327433628,0.761395892,0.115044248,4.96452044349944,0.297297297,-1.8715500440448523,29.69637486463301,4.99404746418707,0.41339154513377063,120.32179749696546,"sa3067725"
"Luis Garcia","CLE","DSL",17,159,194,33,18,14,1,0,26,5,22,0.170103092,0.149484536,1.137931034,0.207547169,0.340206185,0.3081761,0.648382285,0.100628931,4.78124164296883,0.25,-0.8686113278381526,23.956441390186246,-6.183505249351563,0.3391604334423223,73.61925673757011,"sa3067728"
"Eybert Sanchez","ARI","DSL",17,174,221,50,46,3,1,0,23,17,47,0.194570135,0.122171945,1.592592592,0.287356321,0.431818181,0.316091954,0.747910135,0.028735633,6.675321476997346,0.337837837,-1.3985739606432617,39.51673427888287,5.182052797759901,0.40405336591330443,106.27444485111452,"sa3067729"
"Anthony Abreu","MIA","DSL",17,139,176,28,15,4,3,6,23,6,35,0.170454545,0.380681818,0.447761194,0.201438848,0.363636363,0.402877697,0.76651406,0.201438849,7.709374766142349,0.328358208,-0.6686113248579204,28.248290969785764,0.904834224638056,0.38257904079827393,103.18605218662445,"sa3067731"
"Sebastian Dos Santos","STL","DSL",17,128,166,40,19,13,4,4,26,13,44,0.180722891,0.174698795,1.034482758,0.3125,0.451807228,0.5703125,1.022119728,0.2578125,8.755271155018248,0.367346938,0.16588389221578836,40.97931098975308,15.189459741488768,0.48388173637619936,158.4955212239664,"sa3067732"
"Ronny Suarez","ARI","DSL",17,137,164,26,17,6,2,1,17,13,21,0.12804878,0.25,0.512195121,0.189781021,0.310975609,0.284671532,0.595647141,0.094890511,7.995722605249061,0.257731958,-1.4445820534601808,16.47510444004275,-9.004025708844885,0.3121474606961739,64.46387562178757,"sa3067733"
"Hyun Seung Lee","PIT","DSL",17,133,176,32,22,7,1,2,22,17,32,0.21590909,0.181818181,1.1875,0.240601503,0.422857142,0.353383458,0.7762406,0.112781955,7.373202715618945,0.303030303,0.9249084442853928,32.466010311193656,5.122553566045954,0.41068930966513495,120.41540102403525,"sa3067735"
"Victor Santana","ARI","DSL",17,171,208,50,40,7,1,2,28,0,35,0.129807692,0.10576923,1.227272727,0.29239766,0.400966183,0.380116959,0.781083142,0.087719299,3.5613194421662238,0.32,-0.8523330227471888,36.31845799604831,4.003463660873752,0.39900068240465175,110.7385897466091,"sa3067736"
"Sterling Bazil","DET","DSL",17,138,168,25,16,2,1,6,21,19,22,0.166666666,0.261904761,0.636363636,0.18115942,0.321428571,0.34057971,0.662008281,0.15942029,7.323923051030432,0.213483146,0.8536472041159868,19.82586683710914,-6.274705510531854,0.33273740906915267,80.049467632615,"sa3067740"
