Name,Team,Level,Age,AB,PA,H,1B,2B,3B,HR,R,RBI,SB,K%,BB%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
"Albert Almora Jr.","ARI","AAA",31,291,325,79,57,13,4,5,42,41,9,0.172307692,0.083076923,0.482142857,0.271477663,0.334365325,0.395189003,0.729554328,0.12371134,6.108582040106347,0.317596566,-1.3477883976884186,40.03067816946185,-5.156386925247549,0.32959569220203366,85.39560490998856,"14109"
"Eric Haase","MIL","AAA",32,64,77,13,8,4,0,1,6,15,0,0.259740259,0.142857142,0.55,0.203125,0.311688311,0.3125,0.624188311,0.109375,0.8765527900000001,0.266666666,-0.1607224317267537,7.047948376477809,-3.028804077564626,0.2923925356431441,72.85170454568681,"14111"
"Andrew Velazquez","NYY","AAA",30,330,368,80,56,19,0,5,49,41,25,0.252717391,0.076086956,0.301075268,0.242424242,0.303867403,0.345454545,0.649321948,0.103030303,6.174202957003292,0.32051282,2.4416270311921835,35.27253863333056,-12.886486082093016,0.2975292337533519,73.83259934703591,"14196"
"Joey Meneses","NYM","AAA",33,385,419,102,55,35,1,11,37,55,2,0.14797136,0.06921241,0.467741935,0.264935064,0.322195704,0.446753246,0.76894895,0.181818182,2.752667176548085,0.290734824,-0.33593954984098673,55.29938667899535,0.4661492992059965,0.3405147591276032,97.94222439146971,"14366"
"Joe Hudson","HOU","AAA",34,70,80,8,4,1,0,3,7,10,0,0.45,0.1,0.222222222,0.114285714,0.215189873,0.257142857,0.47233273,0.142857143,1.4409340587500001,0.161290322,-0.09722175030037761,1.5906092199578148,-10.158415171216502,0.22082475770877885,23.896459650622678,"14412"
"Franchy Cordero","WSN","AAA",30,150,166,32,22,6,0,4,11,17,0,0.259036144,0.090361445,0.348837209,0.213333333,0.289156626,0.333333333,0.622489959,0.12,0.53529899625,0.27184466,-0.3214448634535074,14.427417391835883,-7.296490496099755,0.2868963555399194,66.47859500466376,"14567"
"Harold Castro","KCR","AAA,CPX",31,373,410,113,72,18,2,21,54,65,8,0.190243902,0.063414634,0.333333333,0.302949061,0.353086419,0.530831099,0.883917518,0.227882038,4.662830440728665,0.333333333,-0.16729232482612133,69.96053067444142,16.187295144780254,0.38652145862579346,127.00853055137891,"14691"
"Manuel Margot","DET","AAA",30,128,144,27,23,2,1,1,14,16,0,0.1875,0.083333333,0.444444444,0.2109375,0.298611111,0.265625,0.564236111,0.0546875,3.3668394982335528,0.26,-0.7876270795240998,10.667264327533648,-8.177571430675581,0.2716273044546445,62.32913990660515,"14712"
"Dom Nunez","CLE","AAA",30,238,298,42,19,14,0,9,28,33,1,0.291946308,0.171140939,0.586206896,0.176470588,0.329966329,0.348739495,0.678705824,0.172268907,1.6656526638917044,0.227586206,-0.8921537892892957,33.7777774109871,-5.220563255307,0.3183484601252007,88.08414485408278,"15055"
"Tim Locastro","SDP","AAA",32,344,414,93,59,21,4,9,69,52,32,0.161835748,0.086956521,0.537313432,0.270348837,0.367245657,0.433139534,0.800385191,0.162790697,8.551287006136326,0.308823529,2.966743490193039,61.49657078058,0.6953695562529113,0.361552071512042,94.18507131606275,"15124"
"Trey Mancini","ARI","AAA",33,299,335,92,60,16,0,16,62,62,2,0.208955223,0.074626865,0.357142857,0.307692307,0.373134328,0.52173913,0.894873458,0.214046823,3.55232036344896,0.351851851,-0.7981872935779393,58.03023999720296,8.831200359160507,0.3885492589380648,109.81544342924879,"15149"
"Mike Tauchman","CHW","AAA",34,36,43,4,3,0,0,1,3,4,0,0.302325581,0.139534883,0.461538461,0.111111111,0.232558139,0.194444444,0.427002583,0.083333333,0.9067460274999999,0.130434782,-0.07613167818635702,1.0663434279413453,-4.5609339165239104,0.21299741434496502,10.815213254237415,"15274"
"Garrett Cooper","ATL","AAA",34,123,138,28,22,4,0,2,8,17,1,0.239130434,0.094202898,0.393939393,0.227642276,0.311594202,0.308943089,0.620537291,0.081300813,2.177767953453859,0.295454545,-0.11298578511923552,12.64128099911911,-5.418353269164734,0.292477826277415,72.74052709569521,"15279"
"Jamie Westbrook","TBR","AAA",30,372,430,99,63,29,0,7,47,49,2,0.162790697,0.1,0.614285714,0.266129032,0.350467289,0.400537634,0.751004923,0.134408602,2.6746699419294444,0.306666666,-0.5643345844000578,57.36570476127704,1.0929313166244825,0.34221510435933267,99.83277542690766,"15504"
"Mike Ford","MIN","AAA",32,163,191,39,23,8,0,8,24,27,0,0.246073298,0.141361256,0.574468085,0.239263803,0.35078534,0.435582822,0.786368162,0.196319019,1.8134236392857144,0.287037037,-1.3468591244891286,27.623934842388703,2.628354079763964,0.3555631840416274,106.9986841015997,"15585"
"Dominic Smith","NYY","AAA",30,165,189,42,27,6,1,8,26,28,4,0.158730158,0.105820105,0.666666666,0.254545454,0.333333333,0.448484848,0.781818181,0.193939394,5.484915887990134,0.261538461,0.4024234702810645,25.574648609586554,0.8408016769369411,0.3444839230877288,104.00223619811722,"15653"
"Billy McKinney","NYM","AAA",30,338,385,81,52,14,3,12,43,48,6,0.238961038,0.114285714,0.478260869,0.23964497,0.332467532,0.405325443,0.737792975,0.165680473,4.6201221226286435,0.294871794,-1.0553100183606148,48.028606881951845,-6.434107313299615,0.33273976063355803,89.05090264334292,"15654"
"Reese McGuire","CHC","AAA",30,75,86,21,13,5,0,3,11,19,2,0.139534883,0.116279069,0.833333333,0.28,0.360465116,0.466666666,0.827131782,0.186666666,4.259376102380725,0.295081967,0.2054412728175521,13.342365530940715,2.087810842010202,0.3680743270142134,112.46324319010184,"15674"
"Tyler O'Neill","BAL","A+,AA,AAA",30,48,53,15,13,0,0,2,6,4,0,0.264150943,0.094339622,0.357142857,0.3125,0.37735849,0.4375,0.81485849,0.125,0.9067460274999999,0.40625,-0.17498293239623308,8.514464453827753,1.953416758250607,0.37372350242902647,127.30156333991174,"15711"
"Tyler Wade","SDP","AAA",30,104,121,29,23,5,0,1,18,12,10,0.214876033,0.123966942,0.576923076,0.278846153,0.371900826,0.35576923,0.727670056,0.076923077,5.806547147935692,0.358974358,0.6730646840296686,15.939323315134875,-1.8310760765162784,0.3431626676527922,82.73155857999892,"15730"
"Austin Nola","COL","AAA,CPX",35,103,116,34,24,8,1,1,15,20,0,0.120689655,0.094827586,0.785714285,0.330097087,0.396551724,0.456310679,0.852862403,0.126213592,3.0064935025,0.370786516,-0.25724153593182564,19.61002880298238,2.5664488073502065,0.38317872907804407,107.85580258176289,"15941"
"J.D. Davis","LAA","AAA",32,187,213,55,33,11,1,10,36,38,6,0.262910798,0.098591549,0.375,0.294117647,0.370892018,0.524064171,0.894956189,0.229946524,6.097283981540866,0.365853658,0.2560849883593619,37.064235347728555,5.782457906226938,0.3894088688031049,114.04522045505644,"16219"
"Nick Gordon","BAL","AAA",29,63,69,17,13,4,0,0,9,4,3,0.318840579,0.086956521,0.272727272,0.269841269,0.333333333,0.333333333,0.666666666,0.063492064,4.533893317241508,0.414634146,-0.47616870421916246,7.37168926366626,-1.6581278704756617,0.31060066430465033,79.55761554210734,"16337"
"Pablo Reyes","NYM","AAA",31,159,189,46,28,11,1,6,25,25,4,0.153439153,0.116402116,0.758620689,0.289308176,0.385026737,0.484276729,0.869303466,0.194968553,4.790908182739413,0.317460317,-0.5722363386303186,32.46945971106807,7.735612778418456,0.3878862488078561,128.37966655130165,"16357"
"Oscar Mercado","PHI","AAA",30,389,477,97,72,13,1,11,65,65,40,0.142557651,0.144654088,1.014705882,0.249357326,0.368644067,0.372750642,0.741394709,0.123393316,5.993175734402896,0.272151898,2.1623664842918515,64.90265360727932,2.4791351582112573,0.3453746372360294,104.62252282212381,"16375"
"Brian Navarreto","MIA","AAA",30,153,176,35,23,5,1,6,22,27,3,0.221590909,0.09090909,0.41025641,0.228758169,0.301136363,0.392156862,0.693293225,0.163398693,5.676808410204017,0.256637168,0.2531779194250703,18.554688511537798,-4.4778885262734835,0.3089210953224789,85.5762796544141,"16398"
"Francisco Mejia","WSN","AAA",29,149,159,32,22,4,0,6,23,19,2,0.201257861,0.056603773,0.28125,0.2147651,0.257861635,0.362416107,0.620277742,0.147651007,4.943020172417942,0.232142857,0.1462277453392744,12.007384590248282,-8.800454892774408,0.2733404334587387,57.768554491812345,"16403"
"Sergio Alcantara","ARI","AAA",28,367,441,92,66,21,3,2,54,37,4,0.197278911,0.151927437,0.770114942,0.250681198,0.367579908,0.340599455,0.708179363,0.089918257,4.18119003777688,0.321428571,-2.2801506617106497,55.83823286693632,-8.928264089412089,0.3376461388585774,88.56654145138678,"16417"
"Christian Arroyo","PHI","A,AAA",30,186,207,56,37,14,0,5,25,39,1,0.193236714,0.077294685,0.4,0.301075268,0.367149758,0.456989247,0.824139005,0.155913979,2.710747269499126,0.359154929,-0.29573650378733873,32.7401769567794,5.708595942384639,0.37085613536374007,121.21088092422177,"16434"
"Jacob Nottingham","SEA","AAA",30,57,65,11,5,6,0,0,7,7,0,0.384615384,0.061538461,0.16,0.192982456,0.276923076,0.298245614,0.57516869,0.105263158,2.4345238025,0.333333333,-0.08974315412342548,4.172953174893019,-5.373129142936113,0.26929804820280806,47.3440163902355,"16448"
"Luis Guillorme","HOU","AAA",30,215,263,53,43,8,0,2,25,23,3,0.186311787,0.174904942,0.93877551,0.246511627,0.381679389,0.311627906,0.693307295,0.065116279,2.6664462485462397,0.310975609,-0.5832300982438028,33.486860049228426,-5.138057636757142,0.33834616799920914,97.09257736188688,"16451"
"Rhys Hoskins","MIL","AAA",32,51,62,14,8,4,0,2,8,6,2,0.209677419,0.14516129,0.692307692,0.274509803,0.370967741,0.470588235,0.841555976,0.196078432,4.626830243626813,0.315789473,0.2561957249417901,9.813574214929712,1.699825485700739,0.371809720993042,123.87935856079409,"16472"
"Forrest Wall","CHC","AAA",29,287,339,83,57,18,2,6,64,52,29,0.22418879,0.115044247,0.513157894,0.289198606,0.38095238,0.428571428,0.809523808,0.139372822,7.996959555108951,0.368421052,3.1297106607817113,52.621531931676245,3.7947944682019714,0.36860497278117,101.07583408511057,"16496"
"Connor Joe","SDP","AAA",32,173,205,39,27,10,2,0,31,17,5,0.175609756,0.141463414,0.805555555,0.225433526,0.346341463,0.306358381,0.652699844,0.080924855,6.223095312175214,0.284671532,-0.9675666871480644,22.567831073204765,-5.443582352002373,0.31483207970130733,77.64651564632405,"16572"
"Luis Urias","MIL","AAA",28,50,57,13,9,3,0,1,6,11,1,0.105263157,0.105263157,1,0.26,0.350877192,0.38,0.730877192,0.12,3.8921088524523113,0.279069767,0.06465479731559753,7.391709579936408,-0.06770457435474442,0.33777796490150586,102.01305005698032,"16622"
"Greg Allen","CHC","AAA",32,200,231,54,33,14,1,6,31,32,11,0.225108225,0.064935064,0.288461538,0.27,0.355263157,0.44,0.795263157,0.17,6.424262067821965,0.335664335,0.32774516474455595,33.8138663230569,3.5836089609295914,0.35764813685732266,105.76413868674359,"16623"
"Brian O'Keefe","KCR","AAA",31,146,162,23,14,5,0,4,17,10,2,0.265432098,0.092592592,0.348837209,0.157534246,0.236024844,0.273972602,0.509997446,0.116438356,4.314434164265887,0.191919191,0.15468682069331408,7.3594123317507645,-13.841027896234618,0.23754151785595817,31.302587845379577,"16680"
"Aramis Garcia","ARI","AAA",32,241,296,64,40,10,0,14,56,44,0,0.273648648,0.152027027,0.555555555,0.265560165,0.385135135,0.4813278,0.866462935,0.215767635,2.2810150337499997,0.331125827,-0.665595059748739,49.8843251049541,6.412934857609129,0.38341228759894935,106.61597230404651,"16925"
"Derek Hill","MIA","AAA",29,41,47,7,5,2,0,0,3,2,3,0.29787234,0.106382978,0.357142857,0.170731707,0.276595744,0.219512195,0.496107939,0.048780488,4.752517467772012,0.259259259,0.04922703932970762,2.4751606440309093,-3.675584360384603,0.2461487245052419,45.2433617140768,"16947"
"Chadwick Tromp","BAL","A,A+,AAA",30,210,232,40,31,6,0,3,18,21,2,0.245689655,0.081896551,0.333333333,0.19047619,0.254310344,0.261904761,0.516215105,0.071428571,3.120333362904494,0.241830065,-0.053206256590783596,11.76272456723204,-18.272040102603526,0.2426630227730192,40.343049819515315,"16953"
"Eddy Alvarez","ATL","AAA",35,159,197,28,18,5,0,5,28,14,10,0.228426395,0.142131979,0.622222222,0.176100628,0.323076923,0.301886792,0.624963715,0.125786164,5.68249330023171,0.209090909,0.17849961388856173,19.543680571052956,-6.237101681497166,0.30152344489708927,78.55257766439426,"16959"
"Jose Herrera","ARI","AAA",28,36,42,10,7,2,0,1,4,7,0,0.095238095,0.142857142,1.5,0.277777777,0.38095238,0.416666666,0.797619046,0.138888889,0.76785714,0.29032258,-0.09722175030037761,6.432405596506462,0.26416779113994554,0.3665945402213505,96.14133782130095,"17040"
"Chad Wallach","LAA","AAA",33,230,259,57,36,10,1,10,33,43,0,0.25096525,0.084942084,0.338461538,0.247826086,0.319066147,0.430434782,0.749500929,0.182608696,2.9272848729570167,0.299363057,-0.97382941422984,31.376778303824572,-6.660688162602278,0.33159452189731226,81.90645790512191,"17161"
"Jorge Mateo","BAL","AAA",30,44,47,14,11,2,0,1,2,4,2,0.14893617,0.063829787,0.428571428,0.318181818,0.361702127,0.431818181,0.793520308,0.113636363,3.735092213342967,0.361111111,0.2815729510039091,6.914632027122611,0.7638870227070987,0.35852789878845215,115.50871378241104,"17273"
"Alex Jackson","NYY","AAA",29,164,185,37,19,7,1,10,31,34,1,0.286486486,0.102702702,0.358490566,0.225609756,0.308108108,0.463414634,0.771522742,0.237804878,4.61223202666992,0.264705882,-0.5876270765438676,24.17200807015385,-0.038371202545505516,0.3389443722931114,100.44292746536053,"17276"
"Michael Chavis","LAD","AAA",29,258,283,75,38,21,3,13,45,45,2,0.233215547,0.084805653,0.363636363,0.290697674,0.349823321,0.546511627,0.896334948,0.255813953,4.946232348074571,0.344444444,-1.0989430518820882,47.94357792748633,6.38140414370719,0.384378994311545,120.21843797900593,"17321"
"Eloy Jimenez","TOR","AAA,CPX",28,190,215,47,34,10,0,3,17,30,1,0.172093023,0.102325581,0.594594594,0.247368421,0.325581395,0.347368421,0.672949816,0.1,2.1352544373702878,0.289473684,-0.28273706045001745,23.547624388397807,-4.664932510196097,0.3131887560666994,82.1209780665602,"17484"
"Vimael Machin","BAL","AAA",31,454,505,130,82,28,2,18,60,79,15,0.178217821,0.087128712,0.488888888,0.286343612,0.347222222,0.475770925,0.822993147,0.189427313,4.714809530439631,0.319088319,0.11172306258231401,75.8349571126869,9.747165043967032,0.3621547071344824,117.83903461467122,"17684"
"Kevin Newman","DET","AAA",31,54,61,16,12,4,0,0,10,6,0,0.163934426,0.114754098,0.7,0.296296296,0.37704918,0.37037037,0.74741955,0.074074074,2.23524844,0.363636363,-0.1607224317267537,8.450526881194,0.4676450669525901,0.34831206524958375,111.60113846504377,"17696"
"Richie Martin","TEX","AAA",30,260,303,67,51,6,7,3,50,30,25,0.207920792,0.07590759,0.365079365,0.257692307,0.347972972,0.369230769,0.717203741,0.111538462,9.310602092915467,0.329896907,2.278822017367929,37.22643498697111,-7.272994894601612,0.3334602540409243,88.00295480652203,"17736"
"DJ Stewart","PIT","AAA",31,136,159,17,9,3,0,5,15,20,1,0.301886792,0.125786163,0.416666666,0.125,0.245283018,0.257352941,0.502635959,0.132352941,2.594173356102287,0.142857142,-0.5199544737115502,7.672540000673964,-13.135299482348726,0.24090431771188411,38.84321091598172,"17766"
"Jakson Reetz","BAL","AAA",29,193,228,37,19,7,0,11,29,31,3,0.263157894,0.109649122,0.416666666,0.191709844,0.307017543,0.39896373,0.705981273,0.207253886,3.4871605419079157,0.209677419,-0.7553181909024715,26.072725885323766,-3.7649307318408467,0.3195451189551437,86.51876186774632,"17837"
"Isan Diaz","KCR","AA,AAA",29,189,224,43,29,3,0,11,24,30,2,0.205357142,0.133928571,0.652173913,0.227513227,0.336322869,0.417989417,0.754312286,0.19047619,1.9742756281259195,0.23880597,-0.9810947952792048,29.644096491945312,0.9853433054810008,0.34464543924203367,102.24970925024904,"17922"
"Andrew Stevenson","TBR","AAA",31,180,202,53,33,14,1,5,19,22,18,0.222772277,0.0990099,0.444444444,0.294444444,0.366336633,0.466666666,0.833003299,0.172222222,5.67137214704963,0.366412213,0.39687114022672176,32.04169990524205,5.606583077754105,0.37221283104160047,119.10711273360599,"17932"
"Sam Hilliard","COL","AAA",31,361,414,104,50,25,12,17,64,66,15,0.260869565,0.11352657,0.435185185,0.288088642,0.367149758,0.565096952,0.93224671,0.27700831,7.61511428683997,0.36099585,1.7644197642803192,74.40847987729562,13.607278652968526,0.39566551467168676,114.45027854461958,"17954"
"Scott Kingery","LAA","AAA,CPX",31,240,262,58,33,13,5,7,33,29,2,0.248091603,0.072519083,0.292307692,0.241666666,0.301526717,0.425,0.726526717,0.183333334,6.169750387335921,0.301775147,0.030690390150994062,28.611503681812955,-9.882373192633917,0.3194543548013972,70.19013938189782,"17975"
"Tyler Stephenson","CIN","AAA",28,33,40,5,2,1,0,2,6,4,0,0.225,0.15,0.666666666,0.151515151,0.3,0.363636363,0.663636363,0.212121212,2.295634915,0.136363636,-0.07613167818635702,4.155587414449372,-1.0790891850531914,0.3070952221751213,80.33130366789291,"17988"
"David Fletcher","ATL","AA,AAA",31,260,280,48,35,10,0,3,17,20,4,0.142857142,0.053571428,0.375,0.184615384,0.23297491,0.257692307,0.490667217,0.073076923,3.2288472427737336,0.205479452,-0.06977570801973343,10.761962505340069,-24.544066330135376,0.2288000587921416,33.85134937579516,"17992"
