Name,Team,Level,Age,AB,PA,H,1B,2B,3B,HR,R,RBI,SB,K%,BB%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
"Joey Wiemer","MIA","AAA",26,286,337,58,36,11,0,11,38,48,13,0.258160237,0.121661721,0.471264367,0.202797202,0.314540059,0.356643356,0.671183415,0.153846154,4.747348220302007,0.246073298,0.9739914275705814,35.88418382464963,-8.217966526159463,0.3101785220095241,78.99702061644544,"27690"
"Eric Yang","CIN","AAA",27,85,99,20,19,1,0,0,6,10,0,0.292929292,0.08080808,0.275862068,0.235294117,0.333333333,0.247058823,0.580392156,0.011764706,0.8571428525,0.350877192,-0.2706904113292694,8.599380254752129,-4.356444329016715,0.2868371943030695,67.31498191424379,"27698"
"Brett Wisely","SFG","AAA",26,308,351,79,53,18,1,7,45,42,12,0.19088319,0.096866096,0.507462686,0.256493506,0.335243553,0.389610389,0.724853942,0.133116883,5.9650274774899295,0.303797468,1.7314635384827852,41.13065168512565,-10.27422982203263,0.32738389645942007,89.98042736898174,"27735"
"Drew Romo","COL","AAA,CPX",23,236,261,61,43,11,0,7,30,24,3,0.245210727,0.072796934,0.296875,0.258474576,0.323076923,0.394067796,0.717144719,0.13559322,3.306680255530303,0.325301204,-0.39556746277958155,30.102465350972036,-8.24288324560084,0.32454849366958327,71.15545792333734,"27763"
"Zac Veen","COL","AAA,CPX",23,377,423,109,70,23,5,11,59,60,15,0.203309692,0.092198581,0.453488372,0.289124668,0.358669833,0.464190981,0.822860814,0.175066313,6.526535933753077,0.34751773,-0.3912433865480125,64.09289117611605,1.960764606368135,0.3649582116376786,95.441132892661,"27770"
"Pedro Leon","HOU","AAA,CPX",27,95,106,24,12,6,0,6,15,15,5,0.245283018,0.075471698,0.307692307,0.252631578,0.314285714,0.505263157,0.819548871,0.252631579,5.757633868755088,0.28125,0.8418977949768305,14.954302647802118,-0.4550574033529715,0.3589789787928263,108.51744374187844,"27781"
"Tyler Gentry","KCR","AAA",26,291,332,60,32,17,2,9,39,34,4,0.268072289,0.084337349,0.314606741,0.206185567,0.283987915,0.37113402,0.655121935,0.164948453,5.218731670343316,0.256281407,-0.21602210216224194,30.902867355894834,-12.544948419976446,0.29423559756437456,67.73004207106254,"27784"
"Shay Whitcomb","HOU","AAA",26,405,469,108,60,23,0,25,68,64,16,0.255863539,0.1108742,0.433333333,0.266666666,0.360341151,0.508641975,0.868983126,0.241975309,4.7054005334081035,0.315589353,1.26729841157794,76.89343890941119,8.014783416151754,0.37840683579954326,122.04365094633893,"27789"
"Evan Carter","TEX","AA,AAA",22,89,107,18,11,2,2,3,13,10,6,0.242990654,0.14953271,0.615384615,0.202247191,0.327102803,0.370786516,0.697889319,0.168539325,7.3682375304733805,0.245901639,-0.04916413361206651,11.766965010884922,-3.820558822032291,0.320118498579364,80.35921738381991,"27790"
"Jordan Westburg","BAL","AAA",26,39,43,13,5,4,0,4,8,9,0,0.232558139,0.069767441,0.3,0.333333333,0.395348837,0.743589743,1.13893858,0.41025641,1.60119047125,0.36,-0.07613167818635702,10.742466300757124,5.115188956291868,0.4807202109070711,194.0205245274503,"27815"
"Matt Mervis","ARI","AAA",27,242,267,60,23,15,3,19,47,54,5,0.254681647,0.082397003,0.323529411,0.247933884,0.314606741,0.570247933,0.884854674,0.322314049,7.496519522490319,0.262820512,0.6239940151572227,42.829223823580634,5.9362589538430095,0.3750648360127367,116.04239211672842,"27845"
"Thomas Saggese","STL","AAA",23,164,189,52,41,6,0,5,34,24,5,0.238095238,0.121693121,0.511111111,0.31707317,0.402116402,0.445121951,0.847238353,0.128048781,3.9564049832337282,0.408695652,-1.3807324459776282,32.15460264158778,7.420755708938165,0.38590424685251146,129.41901583262256,"27883"
"Alejandro Osuna","TEX","AA,AAA",22,194,236,53,37,12,2,2,38,17,14,0.148305084,0.122881355,0.828571428,0.273195876,0.391489361,0.386597938,0.778087299,0.113402062,7.092846759919385,0.320754716,-0.24734581215307117,36.74907608311011,6.375168740556969,0.36988599807658096,119.429906485548,"27915"
"Petey Halpin","CLE","AAA",23,493,553,123,75,29,5,14,86,44,15,0.282097649,0.092224231,0.326923076,0.2494929,0.320652173,0.413793103,0.734445276,0.164300203,6.920049823278927,0.332317073,0.5356099018827081,67.58145493936856,-4.7879490487543785,0.32889019957055216,94.85749284878725,"27931"
"Adael Amador","COL","AAA",22,314,371,95,65,16,3,11,49,59,20,0.126684636,0.134770889,1.063829787,0.30254777,0.405405405,0.477707006,0.883112411,0.175159236,5.719591323096408,0.326848249,-1.5561469085514545,67.44798520021132,12.961884586140421,0.3979295271473962,115.86037840014605,"27962"
"Maximo Acosta","MIA","AAA",22,410,465,92,63,13,3,13,56,50,33,0.264516129,0.107526881,0.406504065,0.224390243,0.313978494,0.365853658,0.679832152,0.141463415,6.8599805778204495,0.287272727,1.490780015476048,50.133387568041066,-10.719727901176237,0.3117638270060221,87.40281037527163,"27963"
"Edgar Quero","CHW","AAA",22,51,63,17,15,1,0,1,9,4,0,0.222222222,0.174603174,0.785714285,0.333333333,0.444444444,0.411764705,0.856209149,0.078431372,1.3697089900000001,0.432432432,-0.2199359592050314,11.3929971360618,3.1483814918452606,0.3986476243488372,130.10041131523593,"28022"
"Jhostynxon Garcia","BOS","AA,AAA",22,434,489,116,74,17,4,21,79,75,7,0.26789366,0.092024539,0.34351145,0.267281105,0.340163934,0.470046082,0.810210016,0.202764977,6.086113719099466,0.332167832,-0.17739688232541084,72.4085897327643,10.70352886330896,0.35993251363273526,116.25548634780242,"28142"
"Coby Mayo","BAL","AAA",23,168,195,38,18,10,2,8,24,28,1,0.271794871,0.117948717,0.433962264,0.226190476,0.317948717,0.452380952,0.770329669,0.226190476,4.360530578780597,0.272727272,-0.6130043026059866,25.50972502845073,-0.009323394124268001,0.3391342545166994,103.0477814838032,"28312"
"Tsung-Che Cheng","PIT","A,AAA",23,348,406,72,56,12,3,1,36,36,20,0.248768472,0.1182266,0.475247524,0.206896551,0.305210918,0.267241379,0.572452297,0.060344828,5.931087227487145,0.284,-0.5672352397814393,31.49492104653585,-21.60640917416346,0.27559442718330746,61.18941969547485,"28344"
"Yanquiel Fernandez","COL","AAA",22,243,271,69,42,14,0,13,43,39,0,0.140221402,0.084870848,0.605263157,0.283950617,0.346863468,0.502057613,0.848921081,0.218106996,2.191398908174194,0.287179487,-1.0187009912915528,41.98671959997098,2.1868994748679857,0.3685415263985356,97.55658544194083,"28552"
"Denzer Guzman","LAA","AA,AAA",21,465,539,115,67,30,1,17,65,74,14,0.254174397,0.115027829,0.452554744,0.247311827,0.3432282,0.425806451,0.769034651,0.178494624,4.6309099658255555,0.311111111,0.2947177826426923,75.8051985499405,11.010545000150117,0.35933481795447214,118.74266942908208,"28816"
"Moises Ballesteros","CHC","AAA",21,446,509,141,98,29,1,13,62,76,5,0.131630648,0.09626719,0.731343283,0.316143497,0.385068762,0.47309417,0.858162932,0.156950673,3.300329809289173,0.342245989,-1.1927666449919343,84.8842669767211,18.273007248050973,0.3819026243992341,121.34829208061578,"28820"
"Samuel Basallo","BAL","AAA",20,270,321,73,33,17,0,23,49,67,0,0.236760124,0.137071651,0.578947368,0.27037037,0.37694704,0.588888888,0.965835928,0.318518518,1.24658054,0.287356321,-0.6682669529691339,62.074695529767496,20.066415818759427,0.41356446563636995,150.8711719068286,"28824"
"Carter Jensen","KCR","AA,AAA",21,427,492,124,79,20,5,20,72,76,10,0.247967479,0.121951219,0.491803278,0.290398126,0.376782077,0.50117096,0.877953037,0.210772834,6.083019455861883,0.361111111,0.3502582563087344,85.57831004330907,24.075705260727744,0.39328170747173075,136.11118779410933,"29478"
"Blake Dunn","CIN","AAA",26,354,422,103,80,14,2,7,59,40,24,0.241706161,0.127962085,0.529411764,0.290960451,0.397129186,0.401129943,0.798259129,0.110169492,6.484291890872364,0.390243902,2.217182873748243,66.41908119577721,11.193243071025167,0.3707481538564965,121.23000538558922,"29487"
"Bryce Teodosio","LAA","AAA,CPX",26,88,97,29,19,5,4,1,20,12,10,0.18556701,0.051546391,0.277777777,0.329545454,0.385416666,0.511363636,0.896780302,0.181818182,9.492257901406056,0.405797101,0.814537403639406,17.985546281604442,3.7073774841114586,0.4036692331234614,123.61126811158842,"29524"
"Adrian Del Castillo","ARI","AAA,CPX",25,107,131,32,15,8,2,7,27,27,0,0.27480916,0.152671755,0.555555555,0.29906542,0.41221374,0.607476635,1.019690375,0.308411215,4.795634915,0.378787878,-0.19554011384025216,28.94087748563954,9.651053119070022,0.4438656172679581,147.09043515435414,"29554"
"Tim Tawa","ARI","AAA",26,63,78,15,6,5,1,3,10,15,2,0.166666666,0.141025641,0.846153846,0.238095238,0.358974358,0.492063492,0.85103785,0.253968254,6.858693011709592,0.244897959,0.25790667859837413,12.224785083201514,0.7694863018065559,0.3705053994288811,98.57714683856135,"29571"
"Billy Cook","PIT","AAA",26,331,375,82,55,17,2,8,45,46,13,0.272,0.090666666,0.333333333,0.247734138,0.322580645,0.3836858,0.706266445,0.135951662,6.071111279568074,0.330357142,0.9063188247382641,42.9566190684591,-6.118474051877429,0.31977940666065063,89.52255357407107,"29573"
"Trey Sweeney","DET","AAA",25,43,52,14,10,2,0,2,9,6,4,0.211538461,0.134615384,0.636363636,0.325581395,0.442307692,0.511627906,0.953935598,0.186046511,5.41355941533773,0.4,0.1815544394776225,10.805871241223034,4.000791661869703,0.43072779132769656,164.55543465659477,"29575"
"Connor Norby","MIA","AAA",25,35,40,12,8,1,0,3,6,8,0,0.2,0.1,0.5,0.342857142,0.4,0.628571428,1.028571428,0.285714286,0.9601648275000001,0.36,-0.10150890424847603,8.595058797541073,3.36038219803851,0.43914075195789337,169.2458727718506,"29592"
"Justyn-Henry Malloy","DET","AAA",25,261,329,84,55,20,0,9,49,53,6,0.203647416,0.173252279,0.850746268,0.32183908,0.452887537,0.501915708,0.954803245,0.180076628,3.6886303059347716,0.39893617,-0.2728121653199196,68.55344714304262,25.498232112134037,0.4313987149293662,164.98652091664957,"29606"
"Chad Stevens","LAA","AAA",26,458,528,133,87,23,5,18,82,78,20,0.221590909,0.109848484,0.495726495,0.290393013,0.375,0.480349344,0.855349344,0.189956331,6.741569365214614,0.350609756,1.3178268945775926,86.65988046424624,9.116319482495754,0.3786000721368663,107.3131539222951,"29614"
"Joey Loperfido","TOR","AAA",26,329,373,87,57,22,1,7,46,44,11,0.214477211,0.077747989,0.3625,0.264437689,0.341463414,0.401215805,0.742679219,0.136778116,5.629172873854885,0.329218106,0.9386647334322333,48.247970245183744,-0.5653890451776681,0.3373877432035363,102.55918295495279,"29630"
"Will Wagner","TOR","A,AAA,CPX",26,159,176,43,29,8,1,5,23,30,2,0.119318181,0.09090909,0.761904761,0.270440251,0.34090909,0.427672955,0.768582045,0.157232704,3.9019822265675574,0.285714285,-0.9560624780133367,24.028204994273494,-0.326501233505893,0.34847828813574533,98.01211307070304,"29634"
"Caleb Durbin","MIL","AAA",25,54,58,15,8,5,0,2,12,3,3,0.086206896,0.051724137,0.6,0.277777777,0.315789473,0.481481481,0.797270954,0.203703704,5.8056840143065855,0.276595744,-0.4084961013868451,8.097035706906802,0.5067546376280848,0.3495860831779346,109.6000801352233,"29646"
"Marcelo Mayer","BOS","AAA",22,170,193,46,31,5,1,9,31,43,2,0.196891191,0.103626943,0.526315789,0.270588235,0.347150259,0.470588235,0.817738494,0.2,5.231396838926328,0.296,-0.03141283709555864,28.67043707449649,3.41312248189662,0.360231199922661,112.68761701013364,"29668"
"Braxton Fulford","COL","AAA",26,147,171,52,27,10,2,13,35,37,3,0.233918128,0.099415204,0.425,0.353741496,0.432748538,0.714285714,1.147034252,0.360544218,6.039825131149929,0.40625,-0.8017212986014783,43.76361186181403,18.650072225678922,0.47900923720577304,166.35943203438737,"29704"
"Colson Montgomery","CHW","AAA,CPX",23,233,261,50,27,10,2,11,30,32,4,0.329501915,0.08045977,0.244186046,0.214592274,0.295019157,0.416309012,0.711328169,0.201716738,5.553919204767179,0.284671532,-0.08706415072083473,29.453618830218094,-5.022389883027297,0.3179608448711848,78.31426674022808,"29712"
"Zack Gelof","OAK","AAA",25,176,213,45,23,10,0,12,46,31,12,0.253521126,0.159624413,0.629629629,0.255681818,0.370892018,0.517045454,0.887937472,0.261363636,6.638683810288623,0.292035398,1.9737200536765158,36.33660021394103,5.054822772439416,0.3856723300168212,107.22258173943395,"29766"
"Max Muncy","OAK","AAA",22,123,141,40,25,11,1,3,24,22,1,0.226950354,0.078014184,0.34375,0.325203252,0.39716312,0.50406504,0.90122816,0.178861788,4.799851189880952,0.411111111,-1.6520489864051342,25.506331737733852,4.79867624828912,0.3969401585204261,114.24054807817998,"29779"
"Niko Kavadas","LAA","AAA",26,434,527,102,55,16,3,28,76,84,1,0.309297912,0.14231499,0.460122699,0.235023041,0.362428842,0.479262672,0.841691514,0.244239631,3.5619214964381998,0.299595141,-1.3795957015827298,82.61864020624436,5.221942029383552,0.3705530881881714,102.30123326142393,"29782"
"Brett Harris","OAK","AAA,CPX",27,218,255,63,39,11,1,12,41,39,7,0.149019607,0.109803921,0.736842105,0.288990825,0.376470588,0.513761467,0.890232055,0.224770642,5.673333207065018,0.296511627,0.35292470920830965,44.216581713678565,6.7640682573339594,0.38928978606766346,109.15318523971236,"29788"
"Jack Winkler","MIA","AAA",26,249,281,56,41,9,0,6,34,26,25,0.28113879,0.09252669,0.329113924,0.224899598,0.298932384,0.333333333,0.632265717,0.108433735,6.35922879460114,0.297619047,4.416323875077069,25.355774126701384,-11.417828984804125,0.2908485784225192,73.96420683301803,"29830"
"Denzel Clarke","OAK","AAA",25,107,135,30,19,8,3,0,26,21,7,0.222222222,0.17037037,0.766666666,0.280373831,0.429629629,0.411214953,0.840844582,0.130841122,8.507569843445324,0.389610389,0.5308709531091154,24.34497917457975,4.518500514473089,0.3963245815700955,113.85714693616349,"29858"
"Darren Baker","WSN","AAA",26,340,393,87,70,14,2,1,50,25,26,0.178117048,0.111959287,0.628571428,0.255882352,0.342783505,0.317647058,0.660430563,0.061764706,6.44487985776947,0.317343173,1.4808675674721599,42.11723842738325,-9.313459162729439,0.3109962167049871,81.96339683848721,"29912"
"Tyler Black","MIL","AAA,CPX",24,253,307,66,46,12,3,5,40,39,22,0.241042345,0.166123778,0.689189189,0.260869565,0.387622149,0.391304347,0.778926496,0.130434782,7.155120557315007,0.348571428,1.7572016892954707,46.97495052747219,6.142491196913413,0.3651634839148009,116.29171508037466,"29949"
"Harry Ford","SEA","AAA",22,374,458,106,72,18,0,16,68,74,7,0.192139737,0.161572052,0.84090909,0.283422459,0.408296943,0.459893048,0.868189991,0.176470589,3.1791512769777306,0.329670329,-1.8147653839550912,81.84995108938193,14.58678644990898,0.394550999960004,125.35558702954354,"29958"
"Jordan Lawlar","ARI","AAA",22,259,300,81,43,22,5,11,52,50,20,0.233333333,0.12,0.514285714,0.312741312,0.402684563,0.563706563,0.966391126,0.250965251,8.276103747537343,0.393258426,1.8413286269642413,60.48167365782932,16.422832190925632,0.41959219950216786,129.14998618208446,"29976"
"Brady House","WSN","AAA",22,260,283,79,50,15,1,13,42,41,0,0.265017667,0.070671378,0.266666666,0.303846153,0.35335689,0.519230769,0.872587659,0.215384616,2.9094254937078956,0.379310344,-1.0498584154993296,46.91968101727656,9.884344075795928,0.3807452361211709,126.7789970764098,"29993"
"Daylen Lile","WSN","AA,AAA",22,195,213,64,43,12,5,4,35,29,12,0.154929577,0.065727699,0.424242424,0.328205128,0.37735849,0.502564102,0.879922592,0.174358974,8.061406914641019,0.37735849,0.5150247318670154,37.33535224811364,11.019778287570958,0.39395095098693417,143.47797305585803,"29995"
"Christian Encarnacion-Strand","CIN","AAA,CPX",25,236,259,58,24,21,2,11,34,39,0,0.25096525,0.065637065,0.261538461,0.245762711,0.308880308,0.491525423,0.800405731,0.245762712,3.2639508900000003,0.291925465,-0.38362765684723854,36.04013381962929,2.027802453090294,0.34907370184379194,106.76540583673064,"30011"
"Bob Seymour","TBR","AAA",26,403,443,106,52,21,3,30,70,87,1,0.257336343,0.085778781,0.333333333,0.263027295,0.327313769,0.553349875,0.880663644,0.29032258,4.050496492768763,0.292307692,-0.535939552821219,71.73564935642082,13.761606016929937,0.37614993584726286,121.63680729479476,"30028"
"Carson Williams","TBR","AAA",22,389,451,83,43,12,5,23,72,55,22,0.341463414,0.124168514,0.363636363,0.213367609,0.317777777,0.447300771,0.765078548,0.233933162,8.060518236220517,0.28169014,0.7823764597997069,59.31035232558632,0.2893736661949177,0.33995450841055974,98.38028239994236,"30038"
"Tristan Peters","TBR","AAA",25,482,555,128,82,28,3,15,73,76,11,0.183783783,0.117117117,0.637254901,0.265560165,0.354954954,0.42946058,0.784415534,0.163900415,4.7253525280082975,0.306233062,-2.272923255339265,79.27997797187717,6.648840153779109,0.35344410781825925,107.0477088309569,"30063"
"Oscar Colas","LAA","AA,AAA",26,379,421,78,49,11,3,15,40,58,5,0.254156769,0.090261282,0.355140186,0.205804749,0.277909738,0.369393139,0.647302877,0.16358839,4.615622419527399,0.242307692,-0.32997248135507107,41.87014380327837,-5.33188870318755,0.30716358213696515,91.28213789417136,"30162"
"Cesar Prieto","STL","AAA",26,460,515,138,90,35,4,9,79,71,12,0.13592233,0.075728155,0.557142857,0.3,0.36328125,0.452173913,0.815455163,0.152173913,5.109287632024648,0.335064935,-5.175476333126426,78.77223251929857,11.375771300703063,0.3654711808776483,116.29022744205642,"30163"
"Heston Kjerstad","BAL","AAA",26,101,112,15,10,2,1,2,7,6,0,0.267857142,0.089285714,0.333333333,0.148514851,0.225225225,0.247524752,0.472749977,0.099009901,3.282291356249925,0.188405797,-0.6269046477973461,3.646796022946165,-11.010298455661014,0.2222321774508502,27.935087475802472,"31166"
"Zach Neto","LAA","AAA",24,49,58,14,7,3,0,4,16,8,1,0.224137931,0.120689655,0.538461538,0.285714285,0.396551724,0.591836734,0.988388458,0.306122449,4.153250177063104,0.3125,-0.9549276307225227,11.972659301697995,3.454616618096615,0.42486382763961267,136.12771022463653,"31347"
"Jimmy Crooks","STL","AAA",23,390,430,107,71,21,1,14,61,79,0,0.265116279,0.08372093,0.315789473,0.274358974,0.337209302,0.441025641,0.778234943,0.166666667,2.29498892125,0.352272727,-0.9220392135903239,59.36360715047076,3.090833705818202,0.3477429797483045,104.89938666177999,"31354"
"Nathan Church","STL","A,AA,AAA",24,347,385,114,77,19,5,13,67,50,16,0.096103896,0.085714285,0.891891891,0.328530259,0.386422976,0.524495677,0.910918653,0.195965418,6.9699810233944675,0.337792642,-0.046007935889065266,71.19763606317997,22.069406251392373,0.40648705918857386,144.16383481683752,"31357"
"Graham Pauley","MIA","AAA",24,137,155,36,18,10,0,8,19,21,5,0.116129032,0.09032258,0.777777777,0.262773722,0.341935483,0.510948905,0.852884388,0.248175183,4.66476192625,0.25,0.7039323775097728,24.730789059638454,4.44641723656602,0.3733207191190412,126.95475091747646,"31363"
"Jakob Marsee","MIA","AAA",24,345,429,85,52,14,5,14,56,37,47,0.188811188,0.158508158,0.839506172,0.246376811,0.379146919,0.437681159,0.816828078,0.191304348,7.793583045185467,0.281746031,2.3752967407926917,67.8463685218526,11.70446199218761,0.3716509953776807,125.88190900045852,"31370"
"Dalton Rushing","LAD","AAA",24,118,149,37,24,7,1,5,26,19,1,0.2147651,0.174496644,0.8125,0.313559322,0.43624161,0.516949152,0.953190762,0.20338983,4.829251978791317,0.38095238,-0.18140840204432607,30.311864932585515,8.429307004023348,0.42159357546149073,143.39687717315024,"31382"
"Brooks Baldwin","CHW","AAA",24,117,132,43,24,5,2,12,29,25,4,0.166666666,0.09090909,0.545454545,0.367521367,0.427480916,0.752136752,1.179617668,0.384615385,6.471865813047636,0.369047619,-1.3438783390447497,34.875438789377135,17.60100601101868,0.497832341503551,193.829230314026,"31394"
"Tyler Locklear","SEA","AAA",24,373,434,118,73,25,1,19,70,82,18,0.218894009,0.10829493,0.494736842,0.316353887,0.400921658,0.541554959,0.942476617,0.225201072,5.125418616050029,0.375,-0.4630705416202545,84.16246567776211,20.424008355641455,0.4111887496007783,135.71811312710372,"31396"
"Jace Jung","DET","AAA",24,412,495,104,59,27,1,17,69,74,4,0.252525252,0.157575757,0.624,0.252427184,0.369696969,0.446601941,0.81629891,0.194174757,3.058000758639995,0.317518248,-2.1982449498027563,76.81500390844862,12.03588098960439,0.36811958575489545,124.32799725245974,"31437"
"Wade Meckler","SFG","AAA,CPX",25,347,411,100,76,21,2,1,48,36,11,0.180048661,0.141119221,0.783783783,0.288184438,0.390243902,0.36887608,0.759119982,0.080691642,4.8734099802068656,0.36,-0.3444782723672688,59.59870450618184,-0.7702356683977825,0.35767222470934057,108.42650913058856,"31490"
"Ryan Ritter","COL","AAA",24,218,260,66,34,13,3,16,45,50,3,0.207692307,0.13076923,0.629629629,0.302752293,0.40466926,0.610091743,1.014761003,0.30733945,5.427526180420199,0.335570469,-0.9737290106713772,55.72570896542923,17.541379694112695,0.43350970884241485,138.02086099732279,"31500"
"Sal Stewart","CIN","AA,AAA",21,437,494,135,81,34,0,20,78,80,17,0.155870445,0.093117408,0.597402597,0.308924485,0.382591093,0.524027459,0.906618552,0.215102974,4.822456940439182,0.335276967,0.794707884080708,90.39921314147193,32.73154002305944,0.4134021271095585,151.9546797225482,"31505"
"Tim Elko","CHW","AAA",26,373,414,109,64,19,0,26,64,70,2,0.297101449,0.082125603,0.276422764,0.292225201,0.357487922,0.55227882,0.909766742,0.260053619,2.8946207995095916,0.367256637,-0.47128475550562143,73.85931914825542,19.6804163434039,0.39574814001143266,128.2374155047014,"31522"
"Drew Gilbert","NYM","A,AAA",24,343,408,90,52,20,4,14,52,55,6,0.161764705,0.122549019,0.757575757,0.26239067,0.368550368,0.466472303,0.835022671,0.204081633,4.992304625924737,0.284644194,-1.1469656163826585,65.73755681744382,12.115849497230489,0.37553476847946204,119.70076893029089,"31545"
"Alan Roden","TOR","AAA",25,121,142,40,27,9,1,3,25,18,4,0.091549295,0.112676056,1.23076923,0.330578512,0.422535211,0.495867768,0.918402979,0.165289256,5.974993360542837,0.349056603,-0.055299670435488224,27.397790126580617,8.814688198346516,0.4130446323206727,151.17074661991376,"31564"
"Trey Lipscomb","WSN","AAA",25,449,489,112,71,29,1,11,53,65,12,0.194274028,0.071574642,0.368421052,0.249443207,0.305327868,0.391982182,0.69731005,0.142538975,4.323692945228135,0.292753623,-1.2430007960647345,52.717162632476985,-11.27675879644185,0.3117546919932581,82.45073738598182,"31567"
"Chase Meidroth","CHW","AAA",23,30,40,8,4,1,0,3,11,4,2,0.125,0.2,1.6,0.266666666,0.45,0.6,1.05,0.333333334,6.417489069725672,0.227272727,0.2815729510039091,9.257975165242913,4.023298565740349,0.4588582217693329,168.787321707231,"31580"
"Zach Cole","HOU","AA,AAA",24,358,416,100,52,22,7,19,63,65,18,0.350961538,0.125,0.356164383,0.279329608,0.377403846,0.539106145,0.916509991,0.259776537,7.056814618915204,0.417525773,-0.4076775056309998,76.99782720324382,24.905436978906227,0.40829489239747974,150.50057319460032,"31583"
"Jacob Melton","HOU","AAA",24,126,150,36,14,16,0,6,26,17,12,0.2,0.146666666,0.733333333,0.285714285,0.389261744,0.555555555,0.944817299,0.26984127,5.8901635272948205,0.329670329,0.5778654310852289,28.785892784923327,6.7564720514714836,0.4089828081579016,141.08735086746725,"31661"
"Alex Freeland","LAD","AAA",23,415,508,109,63,30,0,16,77,82,18,0.218503937,0.163385826,0.747747747,0.262650602,0.383858267,0.450602409,0.834460676,0.187951807,4.420923833693724,0.315254237,-0.612642465159297,81.88915111002662,7.282846226069699,0.37539586336655023,114.62345483133451,"31665"
"Cole Young","SEA","AAA",21,206,245,57,34,13,5,5,39,26,4,0.114285714,0.126530612,1.107142857,0.276699029,0.391836734,0.461165048,0.853001782,0.184466019,6.469519230501369,0.300578034,-0.7812076038680971,41.86979533616074,5.888408138189402,0.3860034833149034,120.03191849163531,"31680"
"Dylan Beavers","BAL","AAA",23,342,418,104,70,14,2,18,78,51,23,0.181818181,0.162679425,0.894736842,0.304093567,0.419664268,0.514619883,0.934284151,0.210526316,6.484564691856615,0.341269841,1.1271138153970242,81.47449551121932,26.77212504641753,0.4153918450554976,152.04531179031534,"31695"
"Nacho Alvarez Jr.","ATL","AAA,CPX",22,66,84,16,12,3,0,1,11,7,0,0.178571428,0.154761904,0.866666666,0.242424242,0.404761904,0.333333333,0.738095237,0.090909091,2.3214285705357143,0.3,-0.7116378434002399,12.509325826505895,1.5023993793528043,0.360734020670255,116.34497848699976,"31765"
"Otto Kemp","PHI","AAA",25,284,343,88,47,24,1,16,64,67,13,0.244897959,0.104956268,0.428571428,0.309859154,0.41690962,0.570422535,0.987332155,0.260563381,6.293074938698142,0.382978723,0.8301871465519071,71.50218397008928,26.61483212935479,0.4315082157215877,159.96563807708682,"31792"
"Rhylan Thomas","SEA","AAA",25,547,618,178,146,24,1,7,105,78,35,0.051779935,0.074433656,1.4375,0.325411334,0.379537953,0.411334552,0.790872505,0.085923218,5.930801045624247,0.332038834,1.385636277962476,91.56076296228484,0.7995495404632417,0.3611300124609766,104.53992008885594,"31793"
"Roman Anthony","BOS","AAA",21,212,265,61,40,9,2,10,45,29,3,0.211320754,0.19245283,0.910714285,0.287735849,0.422641509,0.490566037,0.913207546,0.202830188,4.565217816713876,0.344594594,-1.5429452704265714,50.6038334805849,15.92410100888042,0.4106838032884418,145.1047566678514,"31812"
"Colby Thomas","OAK","AAA",24,333,384,97,56,21,2,18,66,74,7,0.268229166,0.083333333,0.310679611,0.291291291,0.365535248,0.528528528,0.894063776,0.237237237,5.471530331594656,0.360730593,-1.4109211903996766,65.7452275189712,9.349910441334499,0.3863473788253943,107.64302386934929,"31855"
"Chandler Simpson","TBR","AAA",24,144,156,48,42,3,3,0,24,14,19,0.096153846,0.057692307,0.6,0.333333333,0.37012987,0.395833333,0.765963203,0.0625,9.004229137765778,0.369230769,1.9954177914187312,21.715143181874865,1.2999044438148675,0.3491049184427633,104.25966423855158,"31912"
"Rafael Flores","NYY","AA,AAA",24,508,576,142,91,27,2,22,68,88,6,0.256944444,0.097222222,0.378378378,0.279527559,0.354166666,0.47047244,0.824639106,0.190944881,4.2206262898688625,0.348837209,-0.3811546480283141,90.26489982854858,21.02235684644714,0.37277378886938095,134.4901723558957,"31991"
"Chase DeLauter","CLE","AAA,CPX",23,148,177,39,23,8,1,7,28,24,1,0.15819209,0.15819209,1,0.263513513,0.378531073,0.472972972,0.851504045,0.209459459,4.387640811293911,0.280701754,-0.187494364567101,29.716758240421143,6.082112748582684,0.38322290188848634,127.96701580379259,"32127"
"Carson McCusker","MIN","AAA",27,390,438,96,49,25,0,22,57,70,5,0.337899543,0.08219178,0.243243243,0.246153846,0.315668202,0.479487179,0.795155381,0.233333333,3.357157412916699,0.331838565,-0.6767630483955145,60.67826999973747,3.3585612351844,0.3483140110145516,102.34089761002963,"33098"
"Ben Williamson","SEA","AAA",24,210,240,66,47,12,2,5,35,46,10,0.133333333,0.104166666,0.78125,0.314285714,0.391666666,0.461904761,0.853571427,0.147619047,6.509160638565429,0.348571428,0.9289488652721047,40.319269555925246,5.072196382402292,0.38283129840715163,118.05617960851707,"33197"
"Kyle Karros","COL","AA,AAA,CPX",22,269,315,81,49,23,3,6,52,26,7,0.184126984,0.126984126,0.689655172,0.301115241,0.398089171,0.475836431,0.873925602,0.17472119,6.6429972903876955,0.364077669,0.4561050124466419,55.31359866526111,16.66513917114718,0.3965039428992149,141.76915541466403,"33252"
